ID,Name,Type,Risk,Popularity,AREA,PERIMET,xcoord,ycoord
"1021244",,Isolated Property,"3","3",7803.613281,313.6548,754600.147818588,5746660.87901027
"1021245",,Isolated Property,"3","3",7803.613525,313.6548,755682.260177618,5749304.88802919
"1021246",,Isolated Property,"3","3",7803.614014,313.6548,754334.38434488,5745750.32294066
"1021247",,Isolated Property,"3","3",7803.613770,313.6548,760343.257868279,5754345.83510231
"1021248",,Isolated Property,"3","3",7803.613770,313.6548,756397.573202802,5754782.57129107
"1021249",,Isolated Property,"3","3",7803.612305,313.6548,755954.800129689,5754639.55794954
"1021250",,Isolated Property,"3","3",7803.613525,313.6548,759953.051695831,5754477.07528394
"1021251",,Isolated Property,"3","3",7803.613037,313.6548,760145.510254016,5753246.00560329
"1021252",,Isolated Property,"3","3",7803.611328,313.6548,756495.679375676,5753780.15304333
"1021253",,Isolated Property,"3","3",7803.613037,313.6548,756896.109555803,5726314.71353276
"1021254",,Isolated Property,"3","3",7803.613281,313.6548,747513.981554252,5772048.09146649
"1021255",,Isolated Property,"3","3",7803.613281,313.6548,742468.988444272,5757322.77137875
"1021256",,Isolated Property,"3","3",7803.613037,313.6548,745332.997232593,5757217.01416057
"1021257",,Isolated Property,"3","3",7803.612793,313.6548,747317.658629546,5756256.57924887
"1021258",,Isolated Property,"3","3",7803.613037,313.6548,748126.670133521,5757165.66957797
"1021259",,Isolated Property,"3","3",7803.612305,313.6548,747973.947690346,5771301.96422976
"1021260",,Isolated Property,"3","3",7803.612549,313.6548,749053.285947685,5767466.85151742
"1021261",,Isolated Property,"3","3",7803.614014,313.6548,750405.537179337,5775396.0732856
"1021262",,Isolated Property,"3","3",7803.613037,313.6548,747308.228468742,5759154.59100653
"1021263",,Isolated Property,"3","3",7803.613281,313.6548,746982.48527489,5774492.95305725
"1021264",,Isolated Property,"3","3",7803.612549,313.6548,744671.715703871,5774929.76692886
"1021265",,Isolated Property,"3","3",7803.612793,313.6548,756204.705060773,5782082.3105895
"1021266",,Isolated Property,"3","3",7803.613037,313.6548,759149.149852496,5776389.13997418
"1021267",,Isolated Property,"3","3",7803.613281,313.6548,765723.347701044,5776847.97170063
"1021268",,Isolated Property,"3","3",7803.613281,313.6548,763868.584074252,5778505.65475212
"1021269",,Isolated Property,"3","3",7803.612305,313.6548,764120.878274564,5778918.52414415
"1021270",,Isolated Property,"3","3",7803.612305,313.6548,762607.518456549,5783350.10284639
"1021271",,Isolated Property,"3","3",7803.612793,313.6548,762496.512299894,5781443.09132714
"1021272",,Isolated Property,"3","3",7803.614014,313.6548,758202.513224037,5780747.09113016
"1021273",,Isolated Property,"3","3",7803.612793,313.6548,760570.500402284,5777841.06871175
"1021274",,Isolated Property,"3","3",7803.612793,313.6548,760444.614083571,5775914.82443534
"1021275",,Isolated Property,"3","3",7803.611816,313.6548,763711.000405745,5777854.99980036
"1021276",,Isolated Property,"3","3",7803.613281,313.6548,766395.062358036,5778170.84690879
"1021277",,Isolated Property,"3","3",7803.613037,313.6548,750277.495379376,5779822.11081965
"1021278",,Isolated Property,"3","3",7803.613525,313.6548,754686.516214348,5781049.10441038
"1021279",,Isolated Property,"3","3",7803.613770,313.6548,745439.799765592,5768123.44076227
"1021280",,Isolated Property,"3","3",7803.613525,313.6548,743068.595216033,5761936.99696991
"1021281",,Isolated Property,"3","3",7803.614014,313.6548,745230.35535868,5762691.83047237
"1021282",,Isolated Property,"3","3",7803.613281,313.6548,746281.994744751,5768467.29886291
"1021283",,Isolated Property,"3","3",7803.612793,313.6548,758278.691538642,5764005.38945648
"1021284",,Isolated Property,"3","3",7803.612549,313.6548,761941.871968554,5762597.74193116
"1021285",,Isolated Property,"3","3",7803.614502,313.6548,762967.834966312,5764505.56460737
"1021286",,Isolated Property,"3","3",7803.612305,313.6548,762267.087355041,5763697.63035512
"1021287",,Isolated Property,"3","3",7803.614746,313.6548,765889.486571299,5755115.60368879
"1021288",,Isolated Property,"3","3",7803.613037,313.6548,760869.332562489,5761849.99555124
"1021289",,Isolated Property,"3","3",7803.613037,313.6548,757455.331452655,5765028.84716058
"1021290",,Isolated Property,"3","3",7803.613525,313.6548,756784.705858687,5761383.88459113
"1021291",,Isolated Property,"3","3",7803.613770,313.6548,758988.306391863,5767650.91211269
"1021292",,Isolated Property,"3","3",7803.612061,313.6548,758273.490560889,5761827.252754
"1021293",,Isolated Property,"3","3",7803.612549,313.6548,759394.947135284,5762261.43750471
"1021294",,Isolated Property,"3","3",7803.612793,313.6548,760947.014131264,5766673.0259842
"1021295",,Isolated Property,"3","3",7803.611816,313.6548,762554.338052021,5775738.39303831
"1021296",,Isolated Property,"3","3",7803.611816,313.6548,762818.912825367,5767120.72924559
"1021297",,Isolated Property,"3","3",7803.613770,313.6548,760324.481821565,5759387.20058691
"1021298",,Isolated Property,"3","3",7803.612793,313.6548,762177.590243656,5760917.21883085
"1021299",,Isolated Property,"3","3",7803.614746,313.6548,764485.472995621,5761039.83124317
"1021300",,Isolated Property,"3","3",7803.612793,313.6548,754875.012635001,5761124.20416498
"1021301",,Isolated Property,"3","3",7803.612549,313.6548,757396.842895107,5762523.51328543
"1021302",,Isolated Property,"3","3",7803.613770,313.6548,760889.707195272,5771205.47937059
"1021303",,Isolated Property,"3","3",7803.612305,313.6548,761398.29658057,5764190.6003517
"1021304",,Isolated Property,"3","3",7803.609863,313.6548,764305.190261352,5773952.97919151
"1021305",,Isolated Property,"3","3",7803.613281,313.6548,763399.556786247,5773075.69707647
"1021306",,Isolated Property,"3","3",7803.612793,313.6548,752190.079260834,5763289.61303918
"1021307",,Isolated Property,"3","3",7803.614014,313.6548,757796.273986009,5777301.20224909
"1021308",,Isolated Property,"3","3",7803.612549,313.6548,754910.714274713,5758183.4815991
"1021309",,Isolated Property,"3","3",7803.614746,313.6548,762875.413370191,5755809.62201545
"1021310",,Isolated Property,"3","3",7803.612305,313.6548,764236.650382853,5759833.4049309
"1021311",,Isolated Property,"3","3",7803.613770,313.6548,756838.002519764,5756577.64160881
"1021312",,Isolated Property,"3","3",7803.613281,313.6548,752340.699369904,5764467.17885897
"1021313",,Isolated Property,"3","3",7803.612549,313.6548,751892.279613753,5766542.32938
"1021314",,Isolated Property,"3","3",7803.613770,313.6548,755071.635781068,5763395.0232269
"1021315",,Isolated Property,"3","3",7803.611328,313.6548,764636.707029777,5774213.0924939
"1021316",,Isolated Property,"3","3",7803.612305,313.6548,765047.639453095,5764132.67852606
"1021317",,Isolated Property,"3","3",7803.614258,313.6548,765417.725911105,5769473.46497949
"1021318",,Isolated Property,"3","3",7803.614014,313.6548,754946.09154043,5777576.52731582
"1021319",,Isolated Property,"3","3",7803.613037,313.6548,756883.985638871,5775886.86830305
"1021320",,Isolated Property,"3","3",7803.612061,313.6548,756114.267791734,5766026.77179407
"1021321",,Isolated Property,"3","3",7803.613037,313.6548,751772.250187757,5761253.68879162
"1021322",,Isolated Property,"3","3",7803.613525,313.6548,757570.890287678,5768013.44957198
"1021323",,Isolated Property,"3","3",7803.614746,313.6548,764353.609650281,5757193.17625229
"1021324",,Isolated Property,"3","3",7803.613037,313.6548,750992.252652143,5768745.94196743
"1021325",,Isolated Property,"3","3",7803.613281,313.6548,748579.599292136,5770324.15506922
"1021326",,Isolated Property,"3","3",7803.612549,313.6548,750895.663028482,5783417.56958594
"1021327",,Isolated Property,"3","3",7803.613037,313.6548,752398.000356023,5781114.00011158
"1021328",,Isolated Property,"3","3",7803.612549,313.6548,758944.186545472,5756072.9451828
"1021329",,Isolated Property,"3","3",7803.610840,313.6548,765104.001175391,5780864.99989145
"1021330",,Isolated Property,"3","3",7803.612793,313.6548,753010.166593194,5760243.39790267
"1021331",,Isolated Property,"3","3",7803.613770,313.6548,742274.185864843,5762717.58739992
"1021332",,Isolated Property,"3","3",7803.613770,313.6548,758274.4013654,5759451.31723925
"1021333",,Isolated Property,"3","3",7803.612793,313.6548,748867.787115932,5758811.03389117
"1021334",,Isolated Property,"3","3",7803.613037,313.6548,751051.039054441,5759406.83918605
"1021335",,Isolated Property,"3","3",7803.612793,313.6548,750262.496695039,5780429.11637111
"1021336",,Isolated Property,"3","3",7803.613281,313.6548,760335.425542817,5779406.08924008
"1021337",,Isolated Property,"3","3",7803.613525,313.6548,742255.548450972,5768732.93794546
"1021338",,Isolated Property,"3","3",7803.612549,313.6548,752883.80310681,5767570.12562089
"1021339",,Isolated Property,"3","3",7803.611816,313.6548,763355.868877852,5768936.80216338
"1021340",,Isolated Property,"3","3",7803.611816,313.6548,766080.504639682,5780734.10068295
"1021341",,Isolated Property,"3","3",7803.613281,313.6548,759111.21393685,5768182.67697212
"1021342",,Isolated Property,"3","3",7803.612061,313.6548,759126.074439553,5775137.36651058
"1021343",,Isolated Property,"3","3",7803.612793,313.6548,756076.753657801,5779747.22732832
"1021344",,Isolated Property,"3","3",7803.613281,313.6548,744804.381637462,5758011.00703544
"1021345",,Isolated Property,"3","3",7803.611328,313.6548,765920.827829668,5770400.88979937
"1021346",,Isolated Property,"3","3",7803.613525,313.6548,763707.750309589,5756578.33304314
"1021347",,Isolated Property,"3","3",7803.612793,313.6548,753909.764477554,5757481.52113499
"1021348",,Isolated Property,"3","3",7803.613281,313.6548,752111.969257338,5758026.77113587
"1021349",,Isolated Property,"3","3",7803.613281,313.6548,749107.780869846,5769893.72669391
"1021350",,Isolated Property,"3","3",7803.612061,313.6548,750350.492843457,5777886.09378893
"1021351",,Isolated Property,"3","3",7803.615234,313.6548,761356.994413784,5783757.49025368
"1021352",,Isolated Property,"3","3",7803.614258,313.6548,756185.535192755,5785779.80109054
"1021353",,Isolated Property,"3","3",7803.611816,313.6548,765718.595442913,5783304.60863587
"1021354",,Isolated Property,"3","3",7803.613037,313.6548,748669.174308386,5765346.45268738
"1021355",,Isolated Property,"3","3",7803.613037,313.6548,754743.367905816,5775015.54537259
"1021356",,Isolated Property,"3","3",7803.613770,313.6548,758435.200370807,5773918.99776005
"1021357",,Isolated Property,"3","3",7803.612549,313.6548,757580.565511256,5759059.52543902
"1021358",,Isolated Property,"3","3",7803.612305,313.6548,760390.709871659,5768415.6802448
"1021359",,Isolated Property,"3","3",7803.612061,313.6548,748244.00020677,5778504.00007476
"1021360",,Isolated Property,"3","3",7803.612549,313.6548,747557.142876564,5761775.63368778
"1021361",,Isolated Property,"3","3",7803.613525,313.6548,758734.448502698,5771986.23576674
"1021362",,Isolated Property,"3","3",7803.613281,313.6548,746464.854347382,5764815.49664958
"1021363",,Isolated Property,"3","3",7803.613037,313.6548,760778.951512623,5757616.56572389
"1021364",,Isolated Property,"3","3",7803.612305,313.6548,744270.641779676,5767691.93937128
"1021365",,Isolated Property,"3","3",7803.613770,313.6548,757710.516542366,5780847.09132017
"1021366",,Isolated Property,"3","3",7803.613525,313.6548,755585.668160977,5769353.71195744
"1021367",,Isolated Property,"3","3",7803.613525,313.6548,753819.568754634,5774845.95698941
"1021368",,Isolated Property,"3","3",7803.613037,313.6548,748358.157723661,5775276.64815967
"1021369",,Isolated Property,"3","3",7803.612549,313.6548,755294.477569335,5766302.43945887
"1021370",,Isolated Property,"3","3",7803.612793,313.6548,747627.285527602,5762179.33764829
"1021371",,Isolated Property,"3","3",7803.613037,313.6548,755419.418210186,5765529.06207569
"1021372",,Isolated Property,"3","3",7803.613037,313.6548,753953.312923615,5770925.70764372
"1021373",,Isolated Property,"3","3",7803.612305,313.6548,761955.502014631,5773509.57003477
"1021374",,Isolated Property,"3","3",7803.613037,313.6548,754057.526602422,5783449.12237161
"1021375",,Isolated Property,"3","3",7803.612061,313.6548,753988.384716037,5783263.43040713
"1021376",,Isolated Property,"3","3",7803.613281,313.6548,762883.772197966,5770143.89692097
"1021377",,Isolated Property,"3","3",7803.613281,313.6548,748111.262154873,5760207.11804175
"1021378",,Isolated Property,"3","3",7803.614258,313.6548,763974.774318491,5758558.21708703
"1021379",,Isolated Property,"3","3",7803.612549,313.6548,744851.426169903,5760420.0647073
"1021380",,Isolated Property,"3","3",7803.613281,313.6548,764105.974975346,5763976.70090221
"1021381",,Isolated Property,"3","3",7803.613281,313.6548,743622.474947218,5775126.85711367
"1021382",,Isolated Property,"3","3",7803.612549,313.6548,760415.846762073,5780443.88085201
"1021383",,Isolated Property,"3","3",7803.611816,313.6548,758198.510733598,5784549.26182217
"1021384",,Isolated Property,"3","3",7803.613281,313.6548,749015.595637807,5781487.51610885
"1021385",,Isolated Property,"3","3",7803.612061,313.6548,742441.864425289,5759613.28659245
"1021386",,Isolated Property,"3","3",7803.612793,313.6548,778483.359475211,5765945.69402989
"1021387",,Isolated Property,"3","3",7803.614258,313.6548,769906.667541734,5759298.89162631
"1021388",,Isolated Property,"3","3",7803.613770,313.6548,777480.057527534,5761735.66308894
"1021389",,Isolated Property,"3","3",7803.613770,313.6548,775087.658681602,5760591.46080351
"1021390",,Isolated Property,"3","3",7803.613770,313.6548,774261.119698535,5756603.01555527
"1021391",,Isolated Property,"3","3",7803.613281,313.6548,775720.066179197,5759341.61175385
"1021392",,Isolated Property,"3","3",7803.611328,313.6548,776933.32345482,5762418.99530541
"1021393",,Isolated Property,"3","3",7803.613281,313.6548,773043.540809071,5759999.36645554
"1021394",,Isolated Property,"3","3",7803.612305,313.6548,768343.948945853,5765176.18477171
"1021395",,Isolated Property,"3","3",7803.613770,313.6548,768796.062267954,5762664.92921378
"1021396",,Isolated Property,"3","3",7803.612305,313.6548,768508.418111317,5761070.98525675
"1021397",,Isolated Property,"3","3",7803.613281,313.6548,769935.749560488,5756484.41105924
"1021398",,Isolated Property,"3","3",7803.613770,313.6548,770542.411516457,5761932.12312873
"1021399",,Isolated Property,"3","3",7803.614746,313.6548,767508.014666521,5764954.89868768
"1021400",,Isolated Property,"3","3",7803.613281,313.6548,775360.427580015,5765902.84231857
"1021401",,Isolated Property,"3","3",7803.612793,313.6548,770414.147882648,5762790.87498313
"1021402",,Isolated Property,"3","3",7803.613281,313.6548,770968.527985678,5765093.03570481
"1021403",,Isolated Property,"3","3",7803.612305,313.6548,770129.423857367,5769681.96233174
"1021404",,Isolated Property,"3","3",7803.612793,313.6548,769948.797192411,5768535.12754404
"1021405",,Isolated Property,"3","3",7803.614258,313.6548,772658.837913825,5765925.8639124
"1021406",,Isolated Property,"3","3",7803.613281,313.6548,774717.669349475,5767689.17261328
"1021407",,Isolated Property,"3","3",7803.612793,313.6548,770186.30439235,5757711.44465545
"1021408",,Isolated Property,"3","3",7803.613770,313.6548,777356.08450496,5759931.88656264
"1021409",,Isolated Property,"3","3",7803.614258,313.6548,777511.443144202,5756139.06805006
"1021410",,Isolated Property,"3","3",7803.613281,313.6548,772519.12055113,5757005.86747948
"1021411",,Isolated Property,"3","3",7803.613770,313.6548,778099.454495611,5762719.11450461
"1021412",,Isolated Property,"3","3",7803.610840,313.6548,772040.060096168,5762665.07291861
"1021413",,Isolated Property,"3","3",7803.611328,313.6548,767590.427717416,5757778.15386505
"1021414",,Isolated Property,"3","3",7803.612793,313.6548,770188.554591537,5758106.59325106
"1021415",,Isolated Property,"3","3",7803.614258,313.6548,772161.435873944,5755602.01219827
"1021416",,Isolated Property,"3","3",7803.612793,313.6548,767307.969535786,5762954.53265431
"1021417",,Isolated Property,"3","3",7803.614258,313.6548,772193.447093977,5760009.80269774
"1021418",,Isolated Property,"3","3",7803.612793,313.6548,775252.485579546,5762804.80672421
"1021419",,Isolated Property,"3","3",7803.614258,313.6548,766539.443454207,5761250.13467516
"1021420",,Isolated Property,"3","3",7803.613770,313.6548,776377.392440836,5765881.93187513
"1021421",,Isolated Property,"3","3",7803.613770,313.6548,778525.080194577,5766171.51381065
"1021422",,Isolated Property,"3","3",7803.610352,313.6548,771456.945740915,5767821.91503325
"1021423",,Isolated Property,"3","3",7803.615234,313.6548,776301.223791139,5767506.053162
"1021424",,Isolated Property,"3","3",7803.614258,313.6548,769821.217975053,5767850.88350264
"1021425",,Isolated Property,"3","3",7803.612305,313.6548,769046.001215337,5779590.99955969
"1021426",,Isolated Property,"3","3",7803.614258,313.6548,768208.175201007,5780030.55113141
"1021427",,Isolated Property,"3","3",7803.612305,313.6548,770415.54845694,5778995.06875349
"1021428",,Isolated Property,"3","3",7803.613770,313.6548,772640.39450647,5779966.83654782
"1021429",,Isolated Property,"3","3",7803.612793,313.6548,771727.423999081,5782300.07562469
"1021430",,Isolated Property,"3","3",7803.614258,313.6548,776619.00103615,5782862.00009877
"1021431",,Isolated Property,"3","3",7803.614258,313.6548,778636.448517212,5780441.14688252
"1021432",,Isolated Property,"3","3",7803.613281,313.6548,773724.000718255,5785079.99957633
"1021433",,Isolated Property,"3","3",7803.612305,313.6548,775818.578632473,5781547.04073787
"1021434",,Isolated Property,"3","3",7803.611816,313.6548,774077.001176716,5782480.00023067
"1021435",,Isolated Property,"3","3",7803.614746,313.6548,775009.000968968,5778360.0002508
"1021436",,Isolated Property,"3","3",7803.612305,313.6548,778542.577667259,5779699.02475517
"1021437",,Isolated Property,"3","3",7803.613770,313.6548,773180.000704667,5781883.99949539
"1021438",,Isolated Property,"3","3",7803.613281,313.6548,775802.850736318,5784276.74022402
"1021439",,Isolated Property,"3","3",7803.613281,313.6548,776050.220591492,5781848.32271079
"1021440",,Isolated Property,"3","3",7803.614258,313.6548,786837.913088847,5770051.74481541
"1021441",,Isolated Property,"3","3",7803.612793,313.6548,786113.978504113,5772443.10048726
"1021442",,Isolated Property,"3","3",7803.613281,313.6548,787477.26712826,5769702.61150125
"1021443",,Isolated Property,"3","3",7803.612793,313.6548,780635.318440394,5770363.65676085
"1021444",,Isolated Property,"3","3",7803.612305,313.6548,784596.330721264,5772639.13021945
"1021445",,Isolated Property,"3","3",7803.613770,313.6548,782491.241814031,5769708.0425437
"1021446",,Isolated Property,"3","3",7803.613770,313.6548,782230.326351542,5770460.69649832
"1021447",,Isolated Property,"3","3",7803.610352,313.6548,784679.546554429,5771271.1839058
"1021448",,Isolated Property,"3","3",7803.611328,313.6548,781843.461462987,5773275.31965918
"1021449",,Isolated Property,"3","3",7803.614746,313.6548,787322.375287096,5777093.37941979
"1021450",,Isolated Property,"3","3",7803.611816,313.6548,782812.93368523,5775628.56213618
"1021451",,Isolated Property,"3","3",7803.612305,313.6548,784660.912747995,5775079.25978736
"1021452",,Isolated Property,"3","3",7803.612305,313.6548,778953.142072359,5775510.71942256
"1021453",,Isolated Property,"3","3",7803.615234,313.6548,784844.002939804,5777094.61069322
"1021454",,Isolated Property,"3","3",7803.614258,313.6548,781186.101833851,5769954.06524105
"1021455",,Isolated Property,"3","3",7803.612305,313.6548,787961.760455297,5774139.27406804
"1021456",,Isolated Property,"3","3",7803.611816,313.6548,784752.832061041,5769897.16334005
"1021457",,Isolated Property,"3","3",7803.612793,313.6548,780420.001426946,5774362.99974171
"1021458",,Isolated Property,"3","3",7803.613770,313.6548,784293.487925011,5778433.66321664
"1021459",,Isolated Property,"3","3",7803.613281,313.6548,782333.000800105,5782485.00024437
"1021460",,Isolated Property,"3","3",7803.613770,313.6548,782641.913737849,5784053.79400181
"1021461",,Isolated Property,"3","3",7803.613770,313.6548,782378.174420919,5778806.71673996
"1021462",,Isolated Property,"3","3",7803.612793,313.6548,784708.80482844,5780525.25580598
"1021463",,Isolated Property,"3","3",7803.612793,313.6548,782873.868786738,5780367.07197625
"1021464",,Isolated Property,"3","3",7803.614258,313.6548,780429.16945364,5780772.92679345
"1021465",,Isolated Property,"3","3",7803.613281,313.6548,781977.000691838,5778904.99957868
"1021466",,Isolated Property,"3","3",7803.615234,313.6548,790214.161989546,5777368.73494714
"1021467",,Isolated Property,"3","3",7803.613770,313.6548,789050.267020024,5777436.48941977
"1021468",,Isolated Property,"3","3",7803.612793,313.6548,789162.454782739,5773245.78942733
"1021469",,Isolated Property,"3","3",7803.613281,313.6548,788870.577819384,5774958.87175772
"1021470",,Isolated Property,"3","3",7803.611328,313.6548,780565.537141531,5755776.44765783
"1021471",,Isolated Property,"3","3",7803.611328,313.6548,779262.63500548,5756726.81634801
"1021472",,Isolated Property,"3","3",7803.610840,313.6548,782587.923252795,5765652.20731653
"1021473",,Isolated Property,"3","3",7803.613281,313.6548,780443.46776939,5765071.18782243
"1021474",,Isolated Property,"3","3",7803.614258,313.6548,780662.303874757,5766371.16054548
"1021475",,Isolated Property,"3","3",7803.614258,313.6548,779978.314182192,5760628.49448655
"1021476",,Isolated Property,"3","3",7803.613770,313.6548,779079.066291347,5754391.89903735
"1021477",,Isolated Property,"3","3",7803.612793,313.6548,781667.097508646,5763231.62072397
"1021478",,Isolated Property,"3","3",7803.612793,313.6548,782964.246444189,5763563.20124198
"1021479",,Isolated Property,"3","3",7803.614746,313.6548,781490.502051368,5759928.82477778
"1021480",,Isolated Property,"3","3",7803.613281,313.6548,782854.310330124,5758040.93221654
"1021481",,Isolated Property,"3","3",7803.613770,313.6548,782605.903230191,5757005.19789319
"1021482",,Isolated Property,"3","3",7803.611816,313.6548,784497.249305425,5763905.29322183
"1021483",,Isolated Property,"3","3",7803.615234,313.6548,783478.273322442,5761194.96568571
"1021484",,Isolated Property,"3","3",7803.613770,313.6548,782162.71335421,5755528.84601832
"1021485",,Isolated Property,"3","3",7803.614746,313.6548,784219.033665998,5761117.77046164
"1021486",,Isolated Property,"3","3",7803.612305,313.6548,784311.005791887,5756872.66567507
"1021487",,Isolated Property,"3","3",7803.611328,313.6548,778910.774927286,5759904.79188743
"1021488",,Isolated Property,"3","3",7803.613281,313.6548,781594.013390484,5760195.64677383
"1021489",,Isolated Property,"3","3",7803.611816,313.6548,782146.1505636,5767787.19859756
"1021490",,Isolated Property,"3","3",7803.614258,313.6548,784277.276484469,5755151.74011752
"1021491",,Isolated Property,"3","3",7803.613281,313.6548,779086.167574791,5769242.29220358
"1021492",,Isolated Property,"3","3",7803.612793,313.6548,784161.734277011,5765761.5563002
"1021493",,Isolated Property,"3","3",7803.615723,313.6548,781102.416593687,5757314.4487006
"1021494",,Isolated Property,"3","3",7803.613281,313.6548,786674.506852108,5766054.14650114
"1021495",,Isolated Property,"3","3",7803.612793,313.6548,787633.863238801,5765847.39618704
"1021496",,Isolated Property,"3","3",7803.615723,313.6548,785767.974991973,5767240.26789912
"1021497",,Isolated Property,"3","3",7803.612305,313.6548,786513.773970984,5762278.85339103
"1021498",,Isolated Property,"3","3",7803.611816,313.6548,786555.933797913,5761626.15277781
"1021499",,Isolated Property,"3","3",7803.613770,313.6548,789835.850634975,5763382.25579078
"1021500",,Isolated Property,"3","3",7803.613770,313.6548,790028.702577484,5762677.46322444
"1021501",,Isolated Property,"3","3",7803.612793,313.6548,789607.522889119,5761734.44739695
"1021502",,Isolated Property,"3","3",7803.613281,313.6548,790001.201724493,5761583.18044839
"1021503",,Isolated Property,"3","3",7803.612793,313.6548,787298.735818669,5754539.30755218
"1021504",,Isolated Property,"3","3",7803.611816,313.6548,788453.593167779,5753932.83227635
"1021505",,Isolated Property,"3","3",7803.614746,313.6548,785331.500074244,5753915.02828215
"1021506",,Isolated Property,"3","3",7803.612793,313.6548,789569.793170293,5754091.92416892
"1021507",,Isolated Property,"3","3",7803.614258,313.6548,787208.382336358,5753934.05087973
"1021508",,Isolated Property,"3","3",7803.612305,313.6548,790361.455446139,5754076.74753966
"1021509",,Isolated Property,"3","3",7803.614746,313.6548,788261.605717807,5757598.19670392
"1021510",,Isolated Property,"3","3",7803.614258,313.6548,790058.86758274,5759935.01062949
"1021511",,Isolated Property,"3","3",7803.611816,313.6548,785786.915018625,5758107.14723832
"1021512",,Isolated Property,"3","3",7803.612793,313.6548,786065.259328384,5758831.60063376
"1021513",,Isolated Property,"3","3",7803.610352,313.6548,789496.161808005,5758762.98662462
"1021514",,Isolated Property,"3","3",7803.612793,313.6548,786855.73532917,5757955.84752426
"1021515",,Isolated Property,"3","3",7803.611816,313.6548,790024.934894441,5757382.29921247
"1021516",,Isolated Property,"3","3",7803.613770,313.6548,769904.442576803,5740004.74276703
"1021517",,Isolated Property,"3","3",7803.615234,313.6548,783724.821539941,5745895.88609959
"1021518",,Isolated Property,"3","3",7803.612305,313.6548,783850.355132998,5749469.85065779
"1021519",,Isolated Property,"3","3",7803.611816,313.6548,780159.254608417,5752328.35091417
"1021520",,Isolated Property,"3","3",7803.611328,313.6548,782849.154184277,5750765.97765798
"1021521",,Isolated Property,"3","3",7803.612793,313.6548,783433.119750157,5753654.94869715
"1021522",,Isolated Property,"3","3",7803.613281,313.6548,779482.950105793,5753443.11487885
"1021523",,Isolated Property,"3","3",7803.612793,313.6548,780403.156413765,5747299.6835701
"1021524",,Isolated Property,"3","3",7803.613770,313.6548,781539.041454592,5748757.602977
"1021525",,Isolated Property,"3","3",7803.613281,313.6548,784013.223754684,5749148.35117742
"1021526",,Isolated Property,"3","3",7803.614746,313.6548,787149.312254796,5750963.20333255
"1021527",,Isolated Property,"3","3",7803.612793,313.6548,784704.461503101,5750486.81645821
"1021528",,Isolated Property,"3","3",7803.611328,313.6548,785366.475923904,5747922.62742848
"1021529",,Isolated Property,"3","3",7803.612793,313.6548,772951.595625251,5787207.113332
"1021530",,Isolated Property,"3","3",7803.610840,313.6548,775148.60641369,5787458.09361519
"1021531",,Isolated Property,"3","3",7803.613281,313.6548,776950.607260196,5787169.07758388
"1021532",,Isolated Property,"3","3",7803.614258,313.6548,777384.613855307,5788157.08367677
"1021533",,Isolated Property,"3","3",7803.613281,313.6548,773453.000847064,5788121.99975546
"1021534",,Isolated Property,"3","3",7803.615723,313.6548,800081.632585169,5762252.36231337
"1021535",,Isolated Property,"3","3",7803.613281,313.6548,799927.874903803,5761249.936744
"1021536",,Isolated Property,"3","3",7803.615723,313.6548,797738.386095984,5761865.61673595
"1021537",,Isolated Property,"3","3",7803.613770,313.6548,796842.998535625,5762037.0231787
"1021538",,Isolated Property,"3","3",7803.614746,313.6548,800067.520559536,5761987.75617722
"1021539",,Isolated Property,"3","3",7803.613281,313.6548,796231.808020352,5755871.48892035
"1021540",,Isolated Property,"3","3",7803.612793,313.6548,795984.474806997,5755753.02828275
"1021541",,Isolated Property,"3","3",7803.613281,313.6548,796520.712479144,5756004.99937309
"1021542",,Isolated Property,"3","3",7803.613770,313.6548,794785.31048772,5760367.05714661
"1021543",,Isolated Property,"3","3",7803.614746,313.6548,795408.272700396,5759046.35061928
"1021544",,Isolated Property,"3","3",7803.614746,313.6548,795330.572262199,5756370.64103974
"1021545",,Isolated Property,"3","3",7803.613281,313.6548,792200.200666706,5755740.77176661
"1021546",,Isolated Property,"3","3",7803.613281,313.6548,793252.936136433,5756688.2075285
"1021547",,Isolated Property,"3","3",7803.614258,313.6548,796150.818757631,5759719.90070558
"1021548",,Isolated Property,"3","3",7803.612305,313.6548,792351.182895039,5759502.71645502
"1021549",,Isolated Property,"3","3",7803.613281,313.6548,793018.461864511,5760437.79563167
"1021550",,Isolated Property,"3","3",7803.610840,313.6548,792506.883115678,5762149.33731338
"1021551",,Isolated Property,"3","3",7803.614258,313.6548,794427.011509202,5762630.74841685
"1021552",,Isolated Property,"3","3",7803.613770,313.6548,801565.419798087,5757742.06274107
"1021553",,Isolated Property,"3","3",7803.615234,313.6548,802005.774547852,5757690.73694321
"1021554",,Isolated Property,"3","3",7803.613770,313.6548,802756.97245558,5758133.93396089
"1021555",,Isolated Property,"3","3",7803.613770,313.6548,801992.831114622,5758044.2166735
"1021556",,Isolated Property,"3","3",7803.611816,313.6548,798753.595953018,5758733.13224967
"1021557",,Isolated Property,"3","3",7803.611816,313.6548,799185.309070083,5757375.37389567
"1021558",,Isolated Property,"3","3",7803.613281,313.6548,794051.635367584,5772455.00726611
"1021559",,Isolated Property,"3","3",7803.613281,313.6548,794020.887646925,5771845.08817688
"1021560",,Isolated Property,"3","3",7803.613281,313.6548,803830.570904305,5760352.26759228
