ID,Nodeno,LandUse,EvacID,NuminZone,Size,Town,Prob,ProbLow,ProbHigh,AddinZone,NuminTown,Counter,xcoord,ycoord
13194026,172937,EvacZone,14,11,31,RURAL,0.003514,0.000000,0.000000,342,8822.000000,1,764033.78940,5758681.05347
13194027,172938,EvacZone,5,4,86,RURAL,0.009748,0.000000,0.000000,346,8822.000000,1,774381.46252,5757319.11465
13194028,172939,EvacZone,12,3,57,RURAL,0.006461,0.000000,0.000000,171,8822.000000,1,776934.37972,5759151.04494
13194029,172940,EvacZone,5,4,86,RURAL,0.009748,0.000000,0.000000,346,8822.000000,1,773376.59608,5760378.42918
13194030,172941,EvacZone,17,1,121,MORIAC,0.235409,0.000000,0.000000,121,514.000000,1,777443.75834,5761800.69871
13194031,172942,EvacZone,12,3,57,RURAL,0.006461,0.000000,0.000000,171,8822.000000,1,779857.10624,5756009.28787
13194032,172943,EvacZone,11,6,26,RURAL,0.002947,0.000000,0.000000,154,8822.000000,1,776709.44308,5765805.13965
13194033,172944,EvacZone,15,1,131,MORIAC,0.254864,0.000000,0.000000,131,514.000000,1,777618.94344,5762473.64908
13194034,172945,EvacZone,5,4,86,RURAL,0.009748,0.000000,0.000000,346,8822.000000,1,771570.16848,5768501.68808
13194035,172946,EvacZone,11,6,26,RURAL,0.002947,0.000000,0.000000,154,8822.000000,1,779214.53802,5765333.38073
13194036,172947,Shops,15,1,30,MORIAC,0.000000,0.000000,0.000000,131,514.000000,1,777902.25512,5762634.67240
13194037,172948,Primary,15,1,100,MORIAC,0.000000,0.000000,0.000000,131,514.000000,1,777888.65052,5762548.96247
13194038,172949,EvacZone,10,5,46,RURAL,0.005214,0.000000,0.000000,228,8822.000000,1,783225.10193,5760256.97091
13194039,172950,EvacZone,11,6,26,RURAL,0.002947,0.000000,0.000000,154,8822.000000,1,782391.46332,5764753.10415
13194040,172951,EvacZone,11,6,26,RURAL,0.002947,0.000000,0.000000,154,8822.000000,1,780753.25428,5767013.16781
13194041,172952,EvacZone,11,6,26,RURAL,0.002947,0.000000,0.000000,154,8822.000000,1,781928.52067,5766752.59938
13194042,172953,EvacZone,11,6,26,RURAL,0.002947,0.000000,0.000000,154,8822.000000,1,778719.45663,5767155.76214
13194043,172954,EvacZone,6,5,40,RURAL,0.004534,0.000000,0.000000,201,8822.000000,1,774629.33826,5774479.80997
13194044,172955,EvacZone,6,5,40,RURAL,0.004534,0.000000,0.000000,201,8822.000000,1,775498.64850,5770984.14732
13194045,172956,EvacZone,6,5,40,RURAL,0.004534,0.000000,0.000000,201,8822.000000,1,778281.09453,5772628.98415
13194046,172957,EvacZone,2,5,40,RURAL,0.004534,0.000000,0.000000,202,8822.000000,1,778465.75666,5779403.50962
13194047,172958,EvacZone,2,5,40,RURAL,0.004534,0.000000,0.000000,202,8822.000000,1,776317.63056,5777351.04269
13194048,172959,EvacZone,2,5,40,RURAL,0.004534,0.000000,0.000000,202,8822.000000,1,775483.27260,5780997.38201
13194049,172960,EvacZone,9,1,108,RURAL,0.012242,0.000000,0.000000,108,8822.000000,1,782644.65689,5770402.57734
13194050,172961,EvacZone,1,2,106,RURAL,0.012015,0.000000,0.000000,211,8822.000000,1,783018.76375,5775558.75991
13194051,172962,EvacZone,23,1,127,RURAL,0.014396,0.000000,0.000000,127,8822.000000,1,786698.37035,5770409.18353
13194052,172963,EvacZone,20,2,84,RURAL,0.009522,0.000000,0.000000,168,8822.000000,1,788573.48329,5773418.45863
13194053,172964,EvacZone,1,2,106,RURAL,0.012015,0.000000,0.000000,211,8822.000000,1,783949.48180,5780432.12792
13194054,172965,EvacZone,20,2,84,RURAL,0.009522,0.000000,0.000000,168,8822.000000,1,786977.29865,5775479.76656
13194055,172966,EvacZone,8,9,29,RURAL,0.003287,0.000000,0.000000,265,8822.000000,1,758478.41750,5748136.66178
13194056,172967,EvacZone,201,1,35,BELLBRAE,0.238095,0.000000,0.000000,35,147.000000,1,783425.33031,5750696.24480
13194057,172968,EvacZone,65,1,7,RURAL,0.000793,0.000000,0.000000,7,8822.000000,1,782369.14552,5746855.79257
13194058,172969,EvacZone,207,3,23,RURAL,0.002607,0.000000,0.000000,68,8822.000000,1,781147.53524,5749026.10328
13194059,172970,EvacZone,207,3,23,RURAL,0.002607,0.000000,0.000000,68,8822.000000,1,783473.54056,5752883.62806
13194060,172971,EvacZone,10,5,46,RURAL,0.005214,0.000000,0.000000,228,8822.000000,1,782677.33224,5756611.17948
13194061,172972,EvacZone,10,5,46,RURAL,0.005214,0.000000,0.000000,228,8822.000000,1,781113.15438,5757479.63981
13194062,172973,EvacZone,8,9,29,RURAL,0.003287,0.000000,0.000000,265,8822.000000,1,762308.30004,5753581.56405
13194063,172974,EvacZone,13,3,59,RURAL,0.006688,0.000000,0.000000,178,8822.000000,1,773846.57854,5754098.17956
13194064,172975,EvacZone,13,3,59,RURAL,0.006688,0.000000,0.000000,178,8822.000000,1,771997.93744,5754788.20245
13194065,172976,EvacZone,10,5,46,RURAL,0.005214,0.000000,0.000000,228,8822.000000,1,781825.07404,5761538.74393
13194066,172977,EvacZone,8,9,29,RURAL,0.003287,0.000000,0.000000,265,8822.000000,1,753867.35859,5751499.92763
13194067,172978,EvacZone,8,9,29,RURAL,0.003287,0.000000,0.000000,265,8822.000000,1,756381.81591,5750607.90978
13194068,172979,EvacZone,8,9,29,RURAL,0.003287,0.000000,0.000000,265,8822.000000,1,757324.72937,5753696.10808
13194069,172980,EvacZone,61,2,266,RURAL,0.030152,0.000000,0.000000,533,8822.000000,1,741809.67673,5739886.20485
13194070,172981,EvacZone,62,4,63,RURAL,0.007141,0.000000,0.000000,253,8822.000000,1,742789.41906,5745505.56629
13194071,172982,EvacZone,62,4,63,RURAL,0.007141,0.000000,0.000000,253,8822.000000,1,743743.69440,5749879.25249
13194072,172983,EvacZone,5666,1,150,FORREST,0.000000,0.000000,0.000000,150,150.000000,1,736127.46654,5731047.52026
13194073,172984,Camp,156,1,200,ANGLESEA,0.000000,0.000000,0.000000,118,7044.000000,1,777412.78017,5744008.09442
13194074,172985,Primary,7000,1,1000,GEELONG,1.000000,0.000000,0.000000,1000,1000.000000,1,792803.19879,5769441.31381
13194075,172986,Secondary,7000,1,1000,GEELONG,1.000000,0.000000,0.000000,1000,1000.000000,1,793534.67335,5769831.90665
13194076,172987,University,7000,1,1000,GEELONG,1.000000,0.000000,0.000000,1000,1000.000000,1,792837.45553,5769972.52889
13194077,172988,Tafe,7000,1,1000,GEELONG,1.000000,0.000000,0.000000,1000,1000.000000,1,793202.25852,5769898.53301
13194078,172989,Business District,7000,1,1000,GEELONG,1.000000,0.000000,0.000000,1000,1000.000000,1,793249.38427,5770567.68140
13194079,172990,EvacZone,7000,1,1000,GEELONG,1.000000,0.000000,0.000000,26019,1000.000000,1,793533.93691,5770266.87819
13194080,172991,Shops,7000,1,1000,GEELONG,1.000000,0.000000,0.000000,1000,1000.000000,1,792871.83966,5770473.28821
13194081,172992,EvacZone,1000,1,1000,COLAC,0.000000,0.000000,0.000000,32,0.000000,1,733788.29987,5756195.91192
13194082,172993,Secondary,1000,1,1000,COLAC,0.000000,0.000000,0.000000,0,0.000000,1,733346.70278,5756267.50925
13194083,172994,Primary,1000,1,1000,COLAC,0.000000,0.000000,0.000000,0,0.000000,1,733052.04408,5756331.45377
13194084,172995,Shops,1000,1,1000,COLAC,0.000000,0.000000,0.000000,0,0.000000,1,732598.98147,5756278.36455
13194085,172996,Business District,1000,1,1000,COLAC,0.000000,0.000000,0.000000,0,0.000000,1,732247.51881,5756178.98784
13194086,172997,University,1000,1,1000,COLAC,0.000000,0.000000,0.000000,0,0.000000,1,731819.15820,5755960.71592
13194087,172998,Tafe,1000,1,1000,COLAC,0.000000,0.000000,0.000000,0,0.000000,1,731478.52678,5755794.65326
13194088,172999,Golf Club,1000,1,1000,COLAC,0.000000,0.000000,0.000000,0,0.000000,1,730692.55336,5755530.02771
13194089,173000,Golf Club,7000,1,1000,GEELONG,1.000000,0.000000,0.000000,1000,1000.000000,1,793641.32026,5769328.94189
13194090,173001,Beach,7000,1,1000,GEELONG,1.000000,0.000000,0.000000,1000,1000.000000,1,794920.60169,5772690.71159
13194091,173002,EvacZone,123,3,24,LORNE,0.009721,0.000000,0.000000,72,2469.000000,1,751015.37695,5732777.51479
13194092,173003,EvacZone,101,1,32,LORNE,0.012961,0.000000,0.000000,32,2469.000000,1,758966.18703,5730618.34976
13194093,173004,EvacZone,93,1,3,LORNE,0.001215,0.000000,0.000000,3,2469.000000,1,758978.45643,5730699.59421
13194094,173005,EvacZone,99,2,25,LORNE,0.010126,0.000000,0.000000,50,2469.000000,1,758838.77263,5730582.04375
13194095,173006,EvacZone,100,1,66,LORNE,0.026731,0.000000,0.000000,66,2469.000000,1,758685.35664,5730436.17594
13194096,173007,EvacZone,102,1,105,LORNE,0.042527,0.000000,0.000000,105,2469.000000,1,758762.61523,5730764.58719
13194097,173008,EvacZone,109,1,78,LORNE,0.031592,0.000000,0.000000,78,2469.000000,1,759134.01897,5729245.84665
13194098,173009,Beach,106,2,400,LORNE,0.000000,0.000000,0.000000,0,2469.000000,1,759326.88260,5729839.13291
13194099,173010,EvacZone,106,1,155,LORNE,0.062778,0.000000,0.000000,155,2469.000000,1,759269.00215,5729895.02848
13194100,173011,EvacZone,107,1,47,LORNE,0.019036,0.000000,0.000000,47,2469.000000,1,759036.64729,5729776.26625
13194101,173012,EvacZone,108,1,67,LORNE,0.027136,0.000000,0.000000,67,2469.000000,1,758929.01032,5729757.06799
13194102,173013,EvacZone,105,1,44,LORNE,0.017821,0.000000,0.000000,44,2469.000000,1,759055.32694,5729950.41342
13194103,173014,EvacZone,104,1,49,LORNE,0.019846,0.000000,0.000000,49,2469.000000,1,758708.59240,5729801.93224
13194104,173015,Business District,189,1,10,LORNE,0.000000,0.000000,0.000000,0,2469.000000,1,758548.82555,5729986.72448
13194105,173016,EvacZone,123,3,24,LORNE,0.009721,0.000000,0.000000,72,2469.000000,1,756671.35971,5731735.96601
13194106,173017,EvacZone,123,3,24,LORNE,0.009721,0.000000,0.000000,72,2469.000000,1,754643.36542,5733062.36498
13194107,173018,EvacZone,92,1,3,LORNE,0.001215,0.000000,0.000000,3,2469.000000,1,759248.98482,5730802.59756
13194108,173019,EvacZone,84,1,30,LORNE,0.012151,0.000000,0.000000,30,2469.000000,1,759312.98692,5731171.17527
13194109,173020,EvacZone,83,1,81,LORNE,0.032807,0.000000,0.000000,81,2469.000000,1,759247.02331,5731239.64462
13194110,173021,EvacZone,88,1,15,LORNE,0.006075,0.000000,0.000000,15,2469.000000,1,759103.11903,5731052.30290
13194111,173022,EvacZone,89,1,32,LORNE,0.012961,0.000000,0.000000,32,2469.000000,1,759171.80971,5730942.49651
13194112,173023,EvacZone,91,1,16,LORNE,0.006480,0.000000,0.000000,16,2469.000000,1,759084.76095,5730972.71061
13194113,173024,Hotel,2,0,40,LORNE,0.000000,0.000000,0.000000,0,2469.000000,1,759163.59908,5730338.60707
13194114,173025,EvacZone,97,1,23,LORNE,0.009316,0.000000,0.000000,23,2469.000000,1,758999.11620,5730541.69214
13194115,173026,EvacZone,99,2,25,LORNE,0.010126,0.000000,0.000000,50,2469.000000,1,758940.75559,5730492.22230
13194116,173027,EvacZone,96,1,44,LORNE,0.017821,0.000000,0.000000,44,2469.000000,1,759080.73696,5730321.18833
13194117,173028,Primary,122,1,100,LORNE,0.000000,0.000000,0.000000,76,2469.000000,1,759210.79384,5730135.73036
13194118,173029,Shops,2,2,400,LORNE,0.000000,0.000000,0.000000,0,2469.000000,1,759317.42351,5729964.86105
13194119,173030,Secondary,122,1,100,LORNE,0.000000,0.000000,0.000000,76,2469.000000,1,759074.12513,5730215.34091
13194120,173031,EvacZone,122,1,76,LORNE,0.030782,0.000000,0.000000,76,2469.000000,1,759210.01775,5730042.06433
13194121,173032,EvacZone,103,1,48,LORNE,0.019441,0.000000,0.000000,48,2469.000000,1,758880.88722,5730054.54032
13194122,173033,EvacZone,189,1,50,LORNE,0.020251,0.000000,0.000000,50,2469.000000,1,758779.24300,5730016.01736
13194123,173034,EvacZone,80,1,43,LORNE,0.017416,0.000000,0.000000,43,2469.000000,1,759770.04823,5731254.21458
13194124,173035,EvacZone,81,1,38,LORNE,0.015391,0.000000,0.000000,38,2469.000000,1,759682.71882,5731315.28378
13194125,173036,EvacZone,82,1,29,LORNE,0.011746,0.000000,0.000000,29,2469.000000,1,759641.89067,5731062.89319
13194126,173037,EvacZone,85,1,40,LORNE,0.016201,0.000000,0.000000,40,2469.000000,1,759500.99457,5731073.87653
13194127,173038,EvacZone,86,1,40,LORNE,0.016201,0.000000,0.000000,40,2469.000000,1,759436.51876,5731005.01654
13194128,173039,Beach,2,0,100,LORNE,0.000000,0.000000,0.000000,0,2469.000000,1,759551.54671,5730602.07326
13194129,173040,EvacZone,94,1,8,LORNE,0.001215,0.000000,0.000000,8,2469.000000,1,759434.45072,5730581.38051
13194130,173041,Caravan Park,94,1,200,LORNE,0.000000,0.000000,0.000000,8,2469.000000,1,759492.64698,5730627.75413
13194131,173042,EvacZone,90,1,37,LORNE,0.014986,0.000000,0.000000,37,2469.000000,1,759345.21450,5730922.45531
13194132,173043,Hotel,94,1,150,LORNE,0.000000,0.000000,0.000000,8,2469.000000,1,759310.02792,5730461.39643
13194133,173044,Shops,2,0,50,LORNE,0.000000,0.000000,0.000000,0,2469.000000,1,759294.96025,5730628.35413
13194134,173045,Caravan Park,92,1,100,LORNE,0.000000,0.000000,0.000000,0,2469.000000,1,759223.27599,5730566.26203
13194135,173046,EvacZone,78,1,63,LORNE,0.025516,0.000000,0.000000,63,2469.000000,1,759814.11891,5731412.69620
13194136,173047,EvacZone,79,1,26,LORNE,0.010531,0.000000,0.000000,26,2469.000000,1,759764.63385,5731541.01183
13194137,173048,EvacZone,77,1,49,LORNE,0.019846,0.000000,0.000000,49,2469.000000,1,759871.83431,5731726.58987
13194138,173049,EvacZone,76,1,74,LORNE,0.029972,0.000000,0.000000,74,2469.000000,1,760207.35963,5731879.98306
13194139,173050,EvacZone,75,3,11,LORNE,0.004455,0.000000,0.000000,32,2469.000000,1,760375.49654,5732121.82379
13194140,173051,EvacZone,74,2,52,LORNE,0.021061,0.000000,0.000000,105,2469.000000,1,760760.34643,5732480.45445
13194141,173052,EvacZone,74,2,52,LORNE,0.021061,0.000000,0.000000,105,2469.000000,1,760393.68468,5732566.27350
13194142,173053,EvacZone,111,1,28,LORNE,0.011341,0.000000,0.000000,28,2469.000000,1,759375.65001,5729256.17664
13194143,173054,Business District,3,0,50,LORNE,0.000000,0.000000,0.000000,0,2469.000000,1,760128.08350,5729217.22829
13194144,173055,EvacZone,118,1,45,LORNE,0.018226,0.000000,0.000000,45,2469.000000,1,759764.43182,5729328.18005
13194145,173056,EvacZone,110,1,47,LORNE,0.019036,0.000000,0.000000,47,2469.000000,1,759181.87306,5729450.45657
13194146,173057,EvacZone,113,1,34,LORNE,0.004455,0.000000,0.000000,34,2469.000000,1,759324.35404,5729385.39650
13194147,173058,Business District,118,1,30,LORNE,0.000000,0.000000,0.000000,45,2469.000000,1,759681.61587,5729403.88001
13194148,173059,EvacZone,112,1,47,LORNE,0.019036,0.000000,0.000000,47,2469.000000,1,759320.44180,5729460.89279
13194149,173060,EvacZone,117,1,33,LORNE,0.013366,0.000000,0.000000,33,2469.000000,1,759397.44605,5729477.33528
13194150,173061,EvacZone,116,1,29,LORNE,0.004050,0.000000,0.000000,29,2469.000000,1,759555.23105,5729580.74669
13194151,173062,EvacZone,115,1,71,LORNE,0.028757,0.000000,0.000000,71,2469.000000,1,759322.10643,5729586.75221
13194152,173063,Business District,2,3,400,LORNE,0.000000,0.000000,0.000000,0,2469.000000,1,759374.79717,5729757.06377
13194153,173064,Hotel,2,2,50,LORNE,0.000000,0.000000,0.000000,0,2469.000000,1,759353.31074,5729787.17382
13194154,173065,Caravan Park,120,1,38,LORNE,0.000000,0.000000,0.000000,38,2469.000000,1,760006.41615,5728788.01073
13194155,173066,EvacZone,120,2,19,LORNE,0.007695,0.000000,0.000000,38,2469.000000,1,760003.82761,5728798.54737
13194156,173067,EvacZone,114,1,64,LORNE,0.025921,0.000000,0.000000,64,2469.000000,1,759529.05903,5729050.10647
13194157,173068,EvacZone,119,4,20,LORNE,0.008100,0.000000,0.000000,79,2469.000000,1,759917.94001,5729197.33529
13194158,173069,EvacZone,121,1,80,LORNE,0.032402,0.000000,0.000000,80,2469.000000,1,760058.11638,5729084.66199
13194159,173070,EvacZone,190,1,36,BIG HILL,1.000000,0.000000,0.000000,36,36.000000,1,763981.92370,5736003.75437
13194160,173071,EvacZone,124,1,70,MOGGS CREEK,0.344828,0.000000,0.000000,70,203.000000,1,767120.62089,5737920.69128
13194161,173072,EvacZone,191,1,55,EASTERN VIEW,1.000000,0.000000,0.000000,55,55.000000,1,765787.20785,5737484.41921
13194162,173073,EvacZone,125,1,122,MOGGS CREEK,0.600985,0.000000,0.000000,122,203.000000,1,767468.98391,5738213.45746
13194163,173074,EvacZone,184,1,122,FAIRHAVEN,0.267544,0.000000,0.000000,122,456.000000,1,768634.59514,5737959.73073
13194164,173075,EvacZone,185,2,45,FAIRHAVEN,0.098684,0.000000,0.000000,90,456.000000,1,768356.20825,5738233.52072
13194165,173076,EvacZone,188,1,20,FAIRHAVEN,0.043860,0.000000,0.000000,20,456.000000,1,769999.78791,5739097.72615
13194166,173077,EvacZone,187,1,64,FAIRHAVEN,0.140351,0.000000,0.000000,64,456.000000,1,769870.69157,5738375.45672
13194167,173078,EvacZone,192,1,84,FAIRHAVEN,0.184211,0.000000,0.000000,84,456.000000,1,769574.40049,5738170.75008
13194168,173079,EvacZone,186,1,76,FAIRHAVEN,0.166667,0.000000,0.000000,76,456.000000,1,769175.20787,5738330.45628
13194169,173080,EvacZone,185,2,45,FAIRHAVEN,0.098684,0.000000,0.000000,90,456.000000,1,769204.97812,5738050.18071
13194170,173081,Business District,135,1,30,AIREYS INLET,0.000000,0.000000,0.000000,83,2113.000000,1,771154.38036,5738979.16897
13194171,173082,EvacZone,131,2,14,AIREYS INLET,0.012778,0.000000,0.000000,27,2113.000000,1,771567.16183,5740494.80258
13194172,173083,EvacZone,126,1,97,AIREYS INLET,0.045906,0.000000,0.000000,97,2113.000000,1,770488.87253,5737934.96862
13194173,173084,Shops,130,1,30,AIREYS INLET,0.000000,0.000000,0.000000,90,2113.000000,1,770351.40111,5738001.92605
13194174,173085,EvacZone,130,1,90,AIREYS INLET,0.042593,0.000000,0.000000,90,2113.000000,1,770407.17022,5738257.63025
13194175,173086,EvacZone,194,1,54,AIREYS INLET,0.025556,0.000000,0.000000,54,2113.000000,1,771009.17047,5738910.20022
13194176,173087,Caravan Park,194,1,100,AIREYS INLET,0.000000,0.000000,0.000000,54,2113.000000,1,771120.82582,5738818.00056
13194177,173088,EvacZone,133,1,118,AIREYS INLET,0.055845,0.000000,0.000000,118,2113.000000,1,771217.13998,5738557.68968
13194178,173089,EvacZone,193,1,123,AIREYS INLET,0.058211,0.000000,0.000000,123,2113.000000,1,770811.32212,5738891.55042
13194179,173090,EvacZone,132,2,27,AIREYS INLET,0.012778,0.000000,0.000000,54,2113.000000,1,771122.11432,5738261.88730
13194180,173091,EvacZone,127,2,18,AIREYS INLET,0.008519,0.000000,0.000000,37,2113.000000,1,770872.14755,5738550.00340
13194181,173092,Business District,129,1,100,AIREYS INLET,0.000000,0.000000,0.000000,59,2113.000000,1,770968.05532,5738364.60103
13194182,173093,EvacZone,128,1,43,AIREYS INLET,0.020350,0.000000,0.000000,43,2113.000000,1,771060.35960,5738100.06922
13194183,173094,EvacZone,127,2,18,AIREYS INLET,0.008519,0.000000,0.000000,37,2113.000000,1,770652.58862,5738360.04036
13194184,173095,EvacZone,136,1,159,AIREYS INLET,0.075248,0.000000,0.000000,159,2113.000000,1,771852.54945,5739161.72302
13194185,173096,EvacZone,138,3,29,AIREYS INLET,0.013725,0.000000,0.000000,88,2113.000000,1,771926.18374,5739405.99460
13194186,173097,EvacZone,134,1,101,AIREYS INLET,0.047799,0.000000,0.000000,101,2113.000000,1,771492.67893,5738760.13657
13194187,173098,EvacZone,135,1,83,AIREYS INLET,0.039281,0.000000,0.000000,83,2113.000000,1,771442.61994,5738965.08645
13194188,173099,Primary,135,1,100,AIREYS INLET,0.000000,0.000000,0.000000,0,2113.000000,1,771374.44073,5738835.66619
13194189,173102,EvacZone,195,1,139,AIREYS INLET,0.065783,0.000000,0.000000,139,2113.000000,1,770678.09655,5739477.39483
13194190,173107,EvacZone,131,2,14,AIREYS INLET,0.078088,0.000000,0.000000,27,2113.000000,1,770458.68409,5740337.03898
13194191,173113,EvacZone,139,1,6,AIREYS INLET,0.002840,0.000000,0.000000,6,2113.000000,1,772074.33359,5739973.97543
13194192,173100,Golf Club,83,1,50,LORNE,0.000000,0.000000,0.000000,0,2469.000000,1,759175.87554,5731742.96741
13194193,173101,EvacZone,137,1,1,MOGGS CREEK,0.054187,0.000000,0.000000,1,203.000000,1,767371.82662,5738738.05216
13194194,54436,Camp,140,1,100,RURAL,0.000000,0.000000,0.000000,4,0.000000,1,767533.87321,5747333.10942
13194195,56205,Business District,130,1,30,AIREYS INLET,0.000000,0.000000,0.000000,0,2113.000000,1,770405.93026,5737998.74274
13194196,58955,EvacZone,198,1,28,RURAL,1.000000,0.000000,1.000000,28,0.000000,1,784222.97434,5747955.05575
13194197,59139,EvacZone,197,20,1,RURAL,1.000000,0.000000,1.000000,20,0.000000,1,782151.20625,5748732.12698
13194198,59313,EvacZone,202,68,1,RURAL,1.000000,0.000000,1.000000,68,0.000000,1,780336.06625,5751663.22885
13194199,000001,Colac,1000,1,1000,COLAC,0.000000,0.000000,0.000000,32,0.000000,1,725868.5478,5753291.5198
13194200,000002,Geelong,1000,1,1000,GEELONG,0.000000,0.000000,0.000000,32,0.000000,1,793807.138,5772517.067
