"132093","103271","209172468","209172467",2 BOSANQUET AVENUE NEWTOWN (GEELONG) 3220,,"2",,BOSANQUET,AVENUE,,NEWTOWN (GEELONG),"327","3220","20248910000",House,GPO,1,790938.94944231,5773411.51706168
"681853","2998574","53035908","41059232",262-288 ANAKIE ROAD NORLANE 3214,,"262",,ANAKIE,ROAD,,NORLANE,"327","3214","20244240000",House,GPO,1,792519.023246575,5778780.77054894
"660185","107201","209064857","209064856",99A BALLARAT ROAD NORTH GEELONG 3215,,"99",A,BALLARAT,ROAD,,NORTH GEELONG,"327","3215","20243490000",House,GPO,1,792249.001049383,5775662.32389905
"679383","102306","207817776","207817775",25-27 MYRTLE GROVE NORTH SHORE 3214,,"25",,MYRTLE,GROVE,,NORTH SHORE,"327","3214","20237440000",House,GPO,1,795988.169425732,5777869.80520491
"616557","99446","203397117","203397116",1/132 BONNYVALE ROAD OCEAN GROVE 3226,,"132",,BONNYVALE,ROAD,,OCEAN GROVE,"327","3226","20261320000",House,GPO,1,810499.959252721,5758334.60073097
"110013","723","53713533","52633153",1 LAKE BURN ROAD OMBERSLEY 3241,,"1",,LAKE BURN,ROAD,,OMBERSLEY,"314","3241","20134220000",House,GPO,1,739244.572779876,5759694.96477967
"110030","201147","53486258","5178127",1030 COLAC-BALLARAT ROAD ONDIT 3249,,"1030",,COLAC-BALLARAT,ROAD,,ONDIT,"314","3249","20134510000",House,GPO,1,731244.480896519,5765072.85905436
"121187","315406","53046355","41103500",465 PORTREATH ROAD PARAPARAP 3240,,"465",,PORTREATH,ROAD,,PARAPARAP,"365","3240","20563460000",House,GPO,1,776721.142033738,5752880.86095018
"121589","2064949","53057185","41111609",255 DUNSE TRACK PENNYROYAL 3235,,"255",,DUNSE,TRACK,,PENNYROYAL,"365","3235","20562760000",House,GPO,1,751486.442476922,5739376.26686897
"104619","747","53692144","52626601",5670 GREAT OCEAN ROAD PETTICOAT CREEK 3233,,"5670",,GREAT OCEAN,ROAD,,PETTICOAT CREEK,"314","3233","20135842000",House,GPO,1,738085.484601227,5711349.71387964
"108089","201115","53486031","5175295",1365 PRINCES HIGHWAY PIRRON YALLOCK 3249,,"1365",,PRINCES,HIGHWAY,,PIRRON YALLOCK,"314","3249","20134520000",House,GPO,1,713603.377250468,5752111.70360164
"616641","780244","221657350","221657348",1000 GILL ROAD POINT LONSDALE 3225,,"1000",,GILL,ROAD,,POINT LONSDALE,"327","3225","20262170000",House,GPO,1,814498.672545075,5757193.43640993
"285887","114147","53018105","41051728",195 POUSTIES ROAD POINT WILSON 3212,,"195",,POUSTIES,ROAD,,POINT WILSON,"327","3212","20264332000",House,GPO,1,806337.195919329,5785925.88656415
"109518","540674","53978034","5161800",80 KOALLAH-POMBORNEIT ROAD POMBORNEIT 3260,,"80",,KOALLAH-POMBORNEIT,ROAD,,POMBORNEIT,"315","3260","20139171000",House,GPO,1,700439.39385202,5758759.04473036
"108543","996770","53975818","126016011",80 MOFFATS ROAD POMBORNEIT EAST 3249,,"80",,MOFFATS,ROAD,,POMBORNEIT EAST,"315","3249","20138343000",House,GPO,1,709298.368265317,5755279.98775254
"109520","541304","54020411","52739019",530 POMBORNEIT-FOXHOW ROAD POMBORNEIT NORTH 3260,,"530",,POMBORNEIT-FOXHOW,ROAD,,POMBORNEIT NORTH,"315","3260","20137060000",House,GPO,1,702846.399348034,5765313.92606105
"90477","583196","101414182","5169209",299 EASTERN CREEK ROAD PORT CAMPBELL 3269,,"299",,EASTERN CREEK,ROAD,,PORT CAMPBELL,"315","3269","20138701000",House,GPO,1,677835.294634886,5726271.96131591
"725304","115975","54721285","53053912",331-349 QUEENSCLIFF ROAD PORTARLINGTON 3223,,"331",,QUEENSCLIFF,ROAD,,PORTARLINGTON,"327","3223","20256930000",House,GPO,1,819833.923823361,5771156.33719928
"92859","535940","54723133","53055762",862 EASTERN CREEK ROAD PRINCETOWN 3269,,"862",,EASTERN CREEK,ROAD,,PRINCETOWN,"315","3269","20138790000",House,GPO,1,682797.324693894,5725935.75644042
"725292","15096","53631711","41014154",4 MCDONALD ROAD QUEENSCLIFF 3225,,"4",,MCDONALD,ROAD,,QUEENSCLIFF,"360","3225","20535430000",House,GPO,1,817265.268848526,5758817.25587692
"662406","104466","202033317","202033316",12 MARGARET STREET RIPPLESIDE 3215,,"12",,MARGARET,STREET,,RIPPLESIDE,"327","3215","20247110000",House,GPO,1,794013.796153706,5775041.50067675
"164236","2361","53391984","5016520",37 AITCHISON STREET ROKEWOOD 3330,,"37",,AITCHISON,STREET,,ROKEWOOD,"324","3330","20202750000",House,GPO,1,739388.770450625,5801447.47521277
"164270","2802","53372310","45017071",295 CAPE CLEAR-ROKEWOOD ROAD ROKEWOOD JUNCTION 3351,,"295",,CAPE CLEAR-ROKEWOOD,ROAD,,ROKEWOOD JUNCTION,"324","3351","20203641000",House,GPO,1,735505.545646859,5805771.41453924
"273246","1318","53043455","41094367",373 RUSSELLS BRIDGE ROAD RUSSELLS BRIDGE 3331,,"373",,RUSSELLS BRIDGE,ROAD,,RUSSELLS BRIDGE,"324","3331","20203020000",House,GPO,1,779018.999928166,5788766.00035991
"91686","532729","125021917","125021916",410 MURFITTS ROAD SCOTTS CREEK 3267,,"410",,MURFITTS,ROAD,,SCOTTS CREEK,"315","3267","20138860000",House,GPO,1,684677.199070939,5744026.66326773
"156554","635483","53482568","41112205",15 HARRINGTON STREET SEPARATION CREEK 3234,,"15",,HARRINGTON,STREET,,SEPARATION CREEK,"314","3234","20135560000",House,GPO,1,752185.258373577,5720511.0956095
"273165","1109","53044266","41092992",89 STRONG ROAD SHE OAKS 3331,,"89",,STRONG,ROAD,,SHE OAKS,"324","3331","20202980000",House,GPO,1,775605.642012913,5798961.16141392
"208973","830","207460358","207460357",1739 BANNOCKBURN-SHELFORD ROAD SHELFORD 3329,,"1739",,BANNOCKBURN-SHELFORD,ROAD,,SHELFORD,"324","3329","20202960000",House,GPO,1,761518.999524855,5788427.99989809
"91688","532865","53979650","5168679",1614 LAVERS HILL-COBDEN ROAD SIMPSON 3266,,"1614",,LAVERS HILL-COBDEN,ROAD,,SIMPSON,"315","3266","20139080000",House,GPO,1,691300.343107781,5743376.96014479
"104622","750","53692154","52626611",130 HICKEYS CUTTING SKENES CREEK 3233,,"130",,HICKEYS,CUTTING,,SKENES CREEK,"314","3233","20135841000",House,GPO,1,736433.69972004,5711651.86521433
"104623","751","53692160","52626617",560 SKENES CREEK ROAD SKENES CREEK NORTH 3233,,"560",,SKENES CREEK,ROAD,,SKENES CREEK NORTH,"314","3233","20134870000",House,GPO,1,735542.97999271,5713053.70970964
"633435","3191165","221622955","221622954",106A GRAVEL PITS ROAD SOUTH GEELONG 3220,,"106",A,GRAVEL PITS,ROAD,,SOUTH GEELONG,"327","3220","20245850000",House,GPO,1,794786.123865945,5768937.30697845
"91656","11892","53977597","5161363",97 NEHILL AND ALEXANDERS ROAD SOUTH PURRUMBETE 3260,,"97",,NEHILL AND ALEXANDERS,ROAD,,SOUTH PURRUMBETE,"315","3260","20138210000",House,GPO,1,691771.370293068,5752268.02419238
"616605","118790","53098260","41037960",35-37 WOODS ROAD ST ALBANS PARK 3219,,"35",,WOODS,ROAD,,ST ALBANS PARK,"327","3219","20236070000",House,GPO,1,796966.119334531,5766987.54489239
"725299","106463","206322027","206322026",5-105 MANIFOLD ROAD ST LEONARDS 3223,,"5",,MANIFOLD,ROAD,,ST LEONARDS,"327","3223","20263060000",House,GPO,1,820873.059034689,5766141.13439177
"273407","789184","53043361","41094249",34 SEAL ROAD STEIGLITZ 3331,,"34",,SEAL,ROAD,,STEIGLITZ,"324","3331","20202980000",House,GPO,1,779529.300448745,5799612.69640852
"130674","677301","54020528","52739129",1571 HAMILTON HIGHWAY STONEHAVEN 3218,,"1571",,HAMILTON,HIGHWAY,,STONEHAVEN,"324","3218","20203040000",House,GPO,1,779546.999859759,5776181.00034441
"108125","202223","53793490","5160399",2274 COBDEN-STONYFORD ROAD STONYFORD 3260,,"2274",,COBDEN-STONYFORD,ROAD,,STONYFORD,"314","3260","20134240000",House,GPO,1,702491.321980244,5755396.87605951
"156602","649953","53483961","41111082",5092 GREAT OCEAN ROAD SUGARLOAF 3234,,"5092",,GREAT OCEAN,ROAD,,SUGARLOAF,"314","3234","20135822000",House,GPO,1,742894.689854289,5713137.96963266
"130969","1148","214708282","214708280",310 BAKERS BRIDGE ROAD SUTHERLANDS CREEK 3331,,"310",,BAKERS BRIDGE,ROAD,,SUTHERLANDS CREEK,"324","3331","20203630000",House,GPO,1,784738.112081256,5783657.51863896
"725301","108688","215285249","215285247",1182-1190 SWAN BAY ROAD SWAN BAY 3225,,"1182",,SWAN BAY,ROAD,,SWAN BAY,"327","3225","20263050000",House,GPO,1,818151.040163943,5762386.80865782
"725291","14006","53714267","52633790",1 SWAN ISLAND SWAN ISLAND 3225,,"1",,SWAN ISLAND,,,SWAN ISLAND,"360","3225","20535311000",House,GPO,1,821494.220952806,5759989.35750167
"108097","201263","53487618","45191177",365 SETTLEMENT ROAD SWAN MARSH 3249,,"365",,SETTLEMENT,ROAD,,SWAN MARSH,"314","3249","20134590000",House,GPO,1,705592.55619767,5752860.1639463
"88040","2536049","53977599","5161369",75 BEALS ROAD TANDAROOK 3260,,"75",,BEALS,ROAD,,TANDAROOK,"315","3260","20139162000",House,GPO,1,692538.083235853,5759488.70338049
"104617","594","53055574","41110684",1100 SKENES CREEK ROAD TANYBRYN 3249,,"1100",,SKENES CREEK,ROAD,,TANYBRYN,"314","3249","20135491000",House,GPO,1,737371.930280496,5717054.36999324
"128598","1683","53064223","41097614",99 MERCER STREET TEESDALE 3328,,"99",,MERCER,STREET,,TEESDALE,"324","3328","20203250000",House,GPO,1,768896.259858916,5785460.52724656
"88088","3077017","53268769","52546416",46 BEALS ROAD TESBURY 3260,,"46",,BEALS,ROAD,,TESBURY,"315","3260","20139161000",House,GPO,1,692498.99980528,5759579.99962043
"668017","103023","202739866","202739865",26 MARTIN STREET THOMSON (GEELONG) 3219,,"26",,MARTIN,STREET,,THOMSON (GEELONG),"327","3219","20245612000",House,GPO,1,795306.838802807,5770384.90413589
"90503","697813","131463030","131463029",605 TIMBOON-PORT CAMPBELL ROAD TIMBOON 3268,,"605",,TIMBOON-PORT CAMPBELL,ROAD,,TIMBOON,"315","3268","20139020000",House,GPO,1,676652.784628093,5733237.51484568
"31189","758416","53103195","41029784",181 THE ESPLANADE TORQUAY 3228,,"181",,THE ESPLANADE,,,TORQUAY,"365","3228","20559640000",House,GPO,1,791978.871793127,5753600.91723688
"90466","561945","128863194","45182553",170 WAARRE ROAD WAARRE 3269,,"170",,WAARRE,ROAD,,WAARRE,"315","3269","20138703000",House,GPO,1,678027.000293896,5727562.00038986
"165150","1864660","53374196","45210137",739 PADGETTS ROAD WALLINDUC 3351,,"739",,PADGETTS,ROAD,,WALLINDUC,"324","3351","20202014000",House,GPO,1,722438.494153953,5798696.40807538
"715809","652448","212186499","212186498",281-289 CURLEWIS ROAD WALLINGTON 3222,,"281",,CURLEWIS,ROAD,,WALLINGTON,"327","3222","20263350000",House,GPO,1,807195.523206058,5765390.38397911
"133254","98146","150664113","150664112",47 SUNDERLAND ROAD WANDANA HEIGHTS 3216,,"47",,SUNDERLAND,ROAD,,WANDANA HEIGHTS,"327","3216","20254950000",House,GPO,1,789309.053598444,5769473.48783284
"110008","367","212503512","212503510",39 ROSENEATH ROAD WARNCOORT 3243,,"39",,ROSENEATH,ROAD,,WARNCOORT,"314","3243","20134550000",House,GPO,1,737132.598178136,5756465.13341824
"110049","201288","53485353","5176935",115 MCKENZIES ROAD WARRION 3249,,"115",,MCKENZIES,ROAD,,WARRION,"314","3249","20134612000",House,GPO,1,725413.933070723,5767920.39288736
"103401","973024","134111801","134111800",35 PARKERS ACCESS TRACK WATTLE HILL 3237,,"35",,PARKERS ACCESS,TRACK,,WATTLE HILL,"315","3237","20138290000",House,GPO,1,695905.999695023,5708470.99937287
"138809","819850","53064768","41098751",185 HONEYS ROAD WAURN PONDS 3216,,"185",,HONEYS,ROAD,,WAURN PONDS,"327","3216","20256602000",House,GPO,1,784688.669376883,5768400.35149415
"104210","203039","53793767","5494166",4050 COLAC-LAVERS HILL ROAD WEEAPROINAH 3237,,"4050",,COLAC-LAVERS HILL,ROAD,,WEEAPROINAH,"314","3237","20135012000",House,GPO,1,717816.97492563,5720829.44376598
"110026","201134","53792909","5176480",280 POORNEET ROAD WEERING 3251,,"280",,POORNEET,ROAD,,WEERING,"314","3251","20134640000",House,GPO,1,738850.969877474,5782639.37936453
"109505","530578","53004299","52487754",125 JOHNSTONES ROAD WEERITE 3260,,"125",,JOHNSTONES,ROAD,,WEERITE,"315","3260","20137780000",House,GPO,1,699721.000384355,5764431.0003765
"121153","263074","53045922","41102714",350 WORMBETE STATION ROAD WENSLEYDALE 3241,,"350",,WORMBETE STATION,ROAD,,WENSLEYDALE,"365","3241","20562800000",House,GPO,1,766728.617380239,5754449.11681867
"164246","2373","53392354","5200457",1110 PITFIELD-CRESSY ROAD WERNETH 3352,,"1110",,PITFIELD-CRESSY,ROAD,,WERNETH,"324","3352","20202011000",House,GPO,1,729521.510829789,5800914.35384089
"633496","102521","206295923","206295922",12 KOALA COURT WHITTINGTON 3219,,"12",,KOALA,COURT,,WHITTINGTON,"327","3219","20236270000",House,GPO,1,796571.563993997,5768863.7449436
"121685","102","202909695","202909694",475 RIFLE BUTTS ROAD WHOOREL 3243,,"475",,RIFLE BUTTS,ROAD,,WHOOREL,"314","3243","20134010000",House,GPO,1,748503.339949614,5749497.59001873
"125803","682","53067433","41095598",135 PRICES LANE WINCHELSEA 3241,,"135",,PRICES,LANE,,WINCHELSEA,"314","3241","20134220000",House,GPO,1,747308.227989766,5759154.59115486
"122656","263294","53047137","41101729",1172 WINCHELSEA-DEANS MARSH ROAD WINCHELSEA SOUTH 3241,,"1172",,WINCHELSEA-DEANS MARSH,ROAD,,WINCHELSEA SOUTH,"365","3241","20563432000",House,GPO,1,759076.545357212,5752080.00935588
"110112","203225","53796840","45192254",35 POORNEET STATION ROAD S WINGEEL 3321,,"35",,POORNEET STATION,ROAD,S,WINGEEL,"314","3321","20134600000",House,GPO,1,741760.747542164,5781952.58813128
"104763","649290","53692142","52626599",5640 GREAT OCEAN ROAD WONGARRA 3234,,"5640",,GREAT OCEAN,ROAD,,WONGARRA,"314","3234","20135830000",House,GPO,1,738432.820236769,5711449.56038555
"109478","201292","53485378","5177463",545 WOOL WOOL ROAD WOOL WOOL 3249,,"545",,WOOL WOOL,ROAD,,WOOL WOOL,"314","3249","20134480000",House,GPO,1,714630.122345059,5765200.82516819
"125878","263072","53045892","41102664",135 WENSLEYDALE STATION ROAD WURDIBOLUC 3241,,"135",,WENSLEYDALE STATION,ROAD,,WURDIBOLUC,"365","3241","20563310000",House,GPO,1,765889.485774177,5755115.60383894
"156551","635480","53482551","41112056",63 KARINGAL DRIVE WYE RIVER 3234,,"63",,KARINGAL,DRIVE,,WYE RIVER,"314","3234","20135420000",House,GPO,1,751726.373973964,5720304.90163662
"103077","201869","53149532","52515093",420 AMIETS ROAD WYELANGTA 3237,,"420",,AMIETS,ROAD,,WYELANGTA,"314","3237","20135650000",House,GPO,1,710549.53038999,5714689.66993859
"112711","229501","123404474","123404473",130 COLAC-FORREST ROAD YEO 3249,,"130",,COLAC-FORREST,ROAD,,YEO,"314","3249","20134070000",House,GPO,1,729051.148817172,5752891.93019817
"119975","285","173760266","173760265",312 YEO-YEODENE ROAD YEODENE 3249,,"312",,YEO-YEODENE,ROAD,,YEODENE,"314","3249","20133840000",House,GPO,1,733293.689232042,5747238.7813916
"103078","201879","128344996","128344994",5750 GREAT OCEAN ROAD YUULONG 3237,,"5750",,GREAT OCEAN,ROAD,,YUULONG,"314","3237","20136000000",House,GPO,1,700813.174204855,5710448.50213416
"999999","0","0","0",,,,,,,,MELBOURNE,,,,House,GPO,1,841924.6,5808324.9
