"perse","activity","start_time","xcoord","ycoord"
"261","shops","2134",777902.25512,5762634.6724
"261","home","2215",778921,5759733
"262","home","0000",787914,5762818
"262","work","0814",786334.34808,5764005.76275
"262","shops","1722",789902.15203,5752276.48654
"262","home","1917",787914,5762818
"263","home","0000",781111,5761495
"263","work","0938",789848.05453,5752795.44381
"263","home","1704",781111,5761495
"264","home","0000",782459,5760514
"264","work","0816",786334.34808,5764005.76275
"264","shops","1748",778482.57737,5744462.75843
"264","home","1854",782459,5760514
"264","shops","2001",789974.17245,5752810.54643
"264","other","2352",777888.65052,5762548.96247
"264","home","2359",782459,5760514
"265","home","0000",785564,5753769
"265","shops","1157",790505.64718,5752116.69154
"265","beach","1310",790006.00295,5750945.9283
"265","home","1401",785564,5753769
"265","work","1718",790484.60538,5754857.18225
"265","home","2359",785564,5753769
"266","home","0000",787630,5759117
"266","work","0953",786334.34808,5764005.76275
"266","shops","1706",790505.64718,5752116.69154
"266","home","2108",787630,5759117
"267","home","0000",778363,5755038
"267","work","0031",790484.60538,5754857.18225
"267","beach","0950",794920.60169,5772690.71159
"267","home","1216",778363,5755038
"267","shops","1557",777902.25512,5762634.6724
"267","home","1934",778363,5755038
"268","home","0000",776211,5759012
"268","work","0957",790106.78926,5751427.52566
"268","home","1716",776211,5759012
"269","home","0000",780478,5762146
"269","work","0936",790098.62271,5754759.19639
"269","beach","1637",788528.10978,5750214.98843
"269","home","1846",780478,5762146
"270","home","0000",781946,5760945
"270","other","0859",792803.19879,5769441.31381
"270","home","1114",781946,5760945
"270","shops","1335",777902.25512,5762634.6724
"270","home","1456",781946,5760945
"270","work","1759",786334.34808,5764005.76275
"270","home","2359",781946,5760945
"271","home","0000",774456,5758411
"271","work","0146",761856.89786,5763333.34179
"271","shops","0908",778279.66613,5743500.15352
"271","home","1111",774456,5758411
"271","beach","1452",786255.54497,5747965.81546
"271","home","1639",774456,5758411
"272","home","0000",784511,5752969
"272","other","0736",793534.67335,5769831.90665
"272","work","0834",778649.17232,5743860.56825
"272","other","1601",789863.66729,5753170.47836
"272","home","1847",784511,5752969
"273","home","0000",776922,5760935
"273","beach","0946",778406.90316,5743587.79637
"273","shops","1315",777902.25512,5762634.6724
"273","beach","1421",790599.42678,5751665.27
"273","work","1622",761856.89786,5763333.34179
"273","home","2359",776922,5760935
"274","home","0000",774465,5757469
"274","shops","1305",789974.17245,5752810.54643
"274","beach","1547",790599.42678,5751665.27
"274","work","1739",777196.72455,5744398.58775
"274","home","2359",774465,5757469
"275","home","0000",781750,5762261
"275","other","0005",777888.65052,5762548.96247
"275","home","0208",781750,5762261
"275","work","0942",793249.38427,5770567.6814
"275","shops","1659",777902.25512,5762634.6724
"275","home","1946",781750,5762261
"276","home","0000",774646,5756485
"276","other","0341",778779.70651,5745319.61958
"276","home","0407",774646,5756485
"276","work","0927",778791.70915,5745372.55639
"276","home","1605",774646,5756485
"276","other","1905",778779.70651,5745319.61958
"276","home","2001",774646,5756485
"277","home","0000",777089,5759155
"277","shops","1111",777902.25512,5762634.6724
"277","home","1217",777089,5759155
"277","shops","1530",777902.25512,5762634.6724
"277","beach","1651",786255.54497,5747965.81546
"277","home","1905",777089,5759155
"278","home","0000",773217,5755151
"278","other","0210",777888.65052,5762548.96247
"278","home","0458",773217,5755151
"278","shops","1437",761647.31617,5762952.48569
"278","other","1628",792803.19879,5769441.31381
"278","home","1840",773217,5755151
"279","home","0000",776930,5754134
"279","other","0602",733346.70278,5756267.50925
"279","home","0932",776930,5754134
"279","shops","1004",761647.31617,5762952.48569
"279","other","1307",777888.65052,5762548.96247
"279","beach","1517",778237.06886,5743964.79164
"279","work","1709",759353.31074,5729787.17382
"279","home","2359",776930,5754134
"280","home","0000",786116,5752706
"280","work","0122",789848.05453,5752795.44381
"280","beach","0901",789125.65437,5750638.52234
"280","shops","1027",790357.10312,5752184.65303
"280","beach","1222",788528.10978,5750214.98843
"280","shops","1617",789902.15203,5752276.48654
"280","home","1955",786116,5752706
"281","home","0000",779737,5758456
"281","shops","1015",777902.25512,5762634.6724
"281","home","1309",779737,5758456
"281","shops","1559",778433.82508,5744429.17115
"281","work","1738",760128.0835,5729217.22829
"281","home","2359",779737,5758456
"282","home","0000",771083,5759738
"282","other","0915",778779.70651,5745319.61958
"282","shops","1121",761647.31617,5762952.48569
"282","work","1620",761289.50657,5762130.29619
"282","home","2359",771083,5759738
"283","home","0000",777959,5758051
"283","work","0022",793641.32026,5769328.94189
"283","home","0945",777959,5758051
"283","other","1033",777888.65052,5762548.96247
"283","home","1241",777959,5758051
"283","beach","1453",800742.88293,5757428.94421
"283","home","1652",777959,5758051
"283","shops","1909",790505.64718,5752116.69154
"283","home","2043",777959,5758051
"284","home","0000",776687,5756842
"284","beach","1448",797658.77908,5756257.89872
"284","work","1625",760128.0835,5729217.22829
"284","home","2359",776687,5756842
"285","home","0000",777924,5759569
"285","work","0853",786334.34808,5764005.76275
"285","home","1755",777924,5759569
"285","shops","1919",777902.25512,5762634.6724
"285","home","2047",777924,5759569
"286","home","0000",772440,5759357
"286","other","0942",792837.45553,5769972.52889
"286","home","1258",772440,5759357
"286","work","1603",777704.05806,5743980.73808
"286","home","2359",772440,5759357
"287","home","0000",771440,5762758
"287","other","0344",759074.12513,5730215.34091
"287","work","0440",793249.38427,5770567.6814
"287","home","1219",771440,5762758
"287","beach","1542",777498.11629,5741920.33946
"287","shops","1654",777902.25512,5762634.6724
"287","home","1931",771440,5762758
"288","home","0000",774186,5752831
"288","work","1133",759163.59908,5730338.60707
"288","home","1912",774186,5752831
"289","home","0000",783780,5755613
"289","work","0844",778791.70915,5745372.55639
"289","shops","1743",778279.66613,5743500.15352
"289","home","1810",783780,5755613
"290","home","0000",776321,5752963
"290","work","0903",789848.05453,5752795.44381
"290","other","1617",778546.67853,5744446.73313
"290","home","1938",776321,5752963
"291","home","0000",778158,5764005
"291","work","0415",779513.96035,5746544.88888
"291","shops","1357",777902.25512,5762634.6724
"291","beach","1547",788528.10978,5750214.98843
"291","shops","1602",777902.25512,5762634.6724
"291","other","1825",777888.65052,5762548.96247
"291","home","2143",778158,5764005
"292","home","0000",771554,5753897
"292","shops","1134",778433.82508,5744429.17115
"292","home","1311",771554,5753897
"292","beach","1522",790006.00295,5750945.9283
"292","work","1615",779513.96035,5746544.88888
"292","home","2359",771554,5753897
"293","home","0000",780733,5754522
"293","work","0933",789848.05453,5752795.44381
"293","shops","1734",790357.10312,5752184.65303
"293","home","1812",780733,5754522
"294","home","0000",783598,5754884
"294","work","0518",790106.78926,5751427.52566
"294","shops","1315",761647.31617,5762952.48569
"294","beach","1401",786255.54497,5747965.81546
"294","other","1750",778779.70651,5745319.61958
"294","home","1906",783598,5754884
"295","home","0000",787351,5753526
"295","work","0954",778791.70915,5745372.55639
"295","shops","1714",778482.57737,5744462.75843
"295","other","1907",789863.66729,5753170.47836
"295","home","2029",787351,5753526
"296","home","0000",786960,5757382
"296","other","0735",789863.66729,5753170.47836
"296","work","0814",790098.62271,5754759.19639
"296","shops","1740",789974.17245,5752810.54643
"296","home","1946",786960,5757382
"297","home","0000",786461,5763998
"297","other","0231",793202.25852,5769898.53301
"297","home","0545",786461,5763998
"297","work","0721",786334.34808,5764005.76275
"297","home","1500",786461,5763998
"297","beach","1756",794242.078,5754370.29551
"297","home","1829",786461,5763998
"297","other","2318",792837.45553,5769972.52889
"297","home","2359",786461,5763998
"298","home","0000",772196,5761639
"298","shops","1445",777902.25512,5762634.6724
"298","home","1638",772196,5761639
"298","other","1810",777888.65052,5762548.96247
"298","home","2012",772196,5761639
"299","home","0000",780355,5753812
"299","work","1132",760128.0835,5729217.22829
"299","home","1913",780355,5753812
"300","home","0000",777458,5764370
"300","work","0829",786334.34808,5764005.76275
"300","shops","1701",789974.17245,5752810.54643
"300","home","1826",777458,5764370
"301","home","0000",786988,5753006
"301","work","0605",789848.05453,5752795.44381
"301","shops","1556",790357.10312,5752184.65303
"301","home","1934",786988,5753006
"302","home","0000",775288,5754730
"302","shops","1207",777902.25512,5762634.6724
"302","work","1656",779012.88562,5744520.34118
"302","home","2359",775288,5754730
"303","home","0000",781226,5755726
"303","other","0547",789863.66729,5753170.47836
"303","home","0820",781226,5755726
"303","shops","1134",790357.10312,5752184.65303
"303","home","1219",781226,5755726
"303","beach","1414",778406.90316,5743587.79637
"303","work","1706",789434.99816,5751266.44194
"303","home","2359",781226,5755726
"304","home","0000",782949,5759485
"304","work","0851",779513.96035,5746544.88888
"304","beach","1615",790861.74053,5752552.89152
"304","home","1843",782949,5759485
"305","home","0000",773511,5763798
"305","work","0456",786334.34808,5764005.76275
"305","beach","1253",788528.10978,5750214.98843
"305","other","1503",777888.65052,5762548.96247
"305","home","1839",773511,5763798
"306","home","0000",784678,5756104
"306","work","0853",790098.62271,5754759.19639
"306","home","1745",784678,5756104
"307","home","0000",782808,5753501
"307","work","0859",790098.62271,5754759.19639
"307","shops","1645",790357.10312,5752184.65303
"307","home","1847",782808,5753501
"308","home","0000",775681,5754924
"308","work","0838",779513.96035,5746544.88888
"308","shops","1742",770351.40111,5738001.92605
"308","home","1900",775681,5754924
"309","home","0000",787190,5756639
"309","other","0752",792803.19879,5769441.31381
"309","shops","0856",789902.15203,5752276.48654
"309","home","1146",787190,5756639
"309","work","1210",790098.62271,5754759.19639
"309","home","2143",787190,5756639
"310","home","0000",772591,5756721
"310","work","0830",790484.60538,5754857.18225
"310","home","1619",772591,5756721
"310","shops","1806",792871.83966,5770473.28821
"310","home","2113",772591,5756721
"311","home","0000",772602,5755723
"311","other","0357",777888.65052,5762548.96247
"311","home","0549",772602,5755723
"311","work","0952",771154.38036,5738979.16897
"311","shops","1621",778279.66613,5743500.15352
"311","home","2057",772602,5755723
"312","home","0000",776114,5762001
"312","work","0901",792919.68545,5754526.38383
"312","shops","1705",777902.25512,5762634.6724
"312","other","1926",777888.65052,5762548.96247
"312","home","2059",776114,5762001
"313","home","0000",787913,5752783
"313","other","0919",790829.71368,5755284.52525
"313","home","1056",787913,5752783
"313","work","1329",789848.05453,5752795.44381
"313","home","2138",787913,5752783
"314","home","0000",783126,5754562
"314","other","0044",789863.66729,5753170.47836
"314","home","0359",783126,5754562
"314","other","0712",793202.25852,5769898.53301
"314","home","0809",783126,5754562
"314","other","1105",778779.70651,5745319.61958
"314","shops","1249",790670.88255,5752085.50432
"314","home","1529",783126,5754562
"314","shops","1925",790505.64718,5752116.69154
"314","home","2042",783126,5754562
"315","home","0000",777055,5763623
"315","work","0803",790106.78926,5751427.52566
"315","shops","1748",777902.25512,5762634.6724
"315","other","2136",777888.65052,5762548.96247
"315","home","2358",777055,5763623
"316","home","0000",784042,5756467
"316","work","0943",789848.05453,5752795.44381
"316","shops","1652",778433.82508,5744429.17115
"316","home","1824",784042,5756467
"317","home","0000",788026,5759034
"317","work","0904",789848.05453,5752795.44381
"317","shops","1710",790505.64718,5752116.69154
"317","home","1836",788026,5759034
"317","other","2332",790829.71368,5755284.52525
"317","home","2359",788026,5759034
"318","home","0000",781752,5758720
"318","other","0720",792803.19879,5769441.31381
"318","home","0941",781752,5758720
"318","beach","1103",778406.90316,5743587.79637
"318","shops","1312",777902.25512,5762634.6724
"318","beach","1532",803106.49192,5756854.63356
"318","work","1747",779513.96035,5746544.88888
"318","home","2359",781752,5758720
"319","home","0000",785097,5753885
"319","shops","0809",790670.88255,5752085.50432
"319","work","1138",790098.62271,5754759.19639
"319","home","1913",785097,5753885
"319","other","2202",789863.66729,5753170.47836
"319","home","2359",785097,5753885
"320","home","0000",787297,5754800
"320","other","0856",790829.71368,5755284.52525
"320","shops","1057",790357.10312,5752184.65303
"320","beach","1245",790861.74053,5752552.89152
"320","home","1404",787297,5754800
"320","shops","1839",790357.10312,5752184.65303
"320","home","2015",787297,5754800
"321","home","0000",770930,5755770
"321","work","0814",771154.38036,5738979.16897
"321","home","1621",770930,5755770
"322","home","0000",775451,5757809
"322","shops","1050",792871.83966,5770473.28821
"322","other","1223",778154.87981,5743919.35957
"322","home","1418",775451,5757809
"322","work","1603",777704.05806,5743980.73808
"322","home","2359",775451,5757809
"323","home","0000",772355,5761359
"323","other","0105",778154.87981,5743919.35957
"323","home","0344",772355,5761359
"323","work","0627",771154.38036,5738979.16897
"323","shops","1553",761647.31617,5762952.48569
"323","beach","1742",788528.10978,5750214.98843
"323","home","1826",772355,5761359
"324","home","0000",781845,5760651
"324","shops","0850",790670.88255,5752085.50432
"324","home","1057",781845,5760651
"324","beach","1448",790599.42678,5751665.27
"324","work","1738",790484.60538,5754857.18225
"324","home","2359",781845,5760651
"325","home","0000",786896,5754929
"325","work","0845",790098.62271,5754759.19639
"325","home","1640",786896,5754929
"326","home","0000",778418,5758426
"326","work","1720",770968.05532,5738364.60103
"326","home","2359",778418,5758426
"327","home","0000",786818,5760791
"327","work","0953",793249.38427,5770567.6814
"327","home","1619",786818,5760791
"327","other","1820",792803.19879,5769441.31381
"327","home","2114",786818,5760791
"328","home","0000",774462,5753514
"328","other","0450",759210.79384,5730135.73036
"328","work","0616",779513.96035,5746544.88888
"328","beach","1546",783893.9946,5745788.90364
"328","other","1723",793534.67335,5769831.90665
"328","home","1945",774462,5753514
"329","home","0000",776182,5763600
"329","beach","1358",789125.65437,5750638.52234
"329","shops","1550",777902.25512,5762634.6724
"329","work","1606",778210.63486,5744138.97464
"329","home","2359",776182,5763600
"330","home","0000",780969,5752778
"330","shops","1222",790670.88255,5752085.50432
"330","beach","1415",783893.9946,5745788.90364
"330","shops","1729",789902.15203,5752276.48654
"330","home","1848",780969,5752778
"331","home","0000",784321,5759998
"331","work","0944",786334.34808,5764005.76275
"331","home","1734",784321,5759998
"332","home","0000",782073,5752883
"332","work","0913",793641.32026,5769328.94189
"332","shops","1729",778433.82508,5744429.17115
"332","home","1955",782073,5752883
"333","home","0000",783310,5757049
"333","work","0822",786334.34808,5764005.76275
"333","shops","1724",777902.25512,5762634.6724
"333","home","1801",783310,5757049
"334","home","0000",772006,5759180
"334","shops","0817",777902.25512,5762634.6724
"334","home","1004",772006,5759180
"334","shops","1255",777902.25512,5762634.6724
"334","work","1740",777196.72455,5744398.58775
"334","home","2359",772006,5759180
"335","home","0000",784686,5757207
"335","other","0322",789863.66729,5753170.47836
"335","home","0521",784686,5757207
"335","work","0816",790484.60538,5754857.18225
"335","home","1739",784686,5757207
"336","home","0000",772156,5761991
"336","work","0934",790484.60538,5754857.18225
"336","home","1614",772156,5761991
"337","home","0000",776371,5763643
"337","work","0951",789434.99816,5751266.44194
"337","beach","1700",788528.10978,5750214.98843
"337","home","1950",776371,5763643
"338","home","0000",782574,5763924
"338","shops","0809",777902.25512,5762634.6724
"338","home","1026",782574,5763924
"338","other","1346",792837.45553,5769972.52889
"338","shops","1515",789974.17245,5752810.54643
"338","work","1717",790098.62271,5754759.19639
"338","home","2359",782574,5763924
"339","home","0000",771390,5760350
"339","work","0830",779012.88562,5744520.34118
"339","shops","1730",790670.88255,5752085.50432
"339","home","1858",771390,5760350
"340","home","0000",772072,5757555
"340","other","0501",733052.04408,5756331.45377
"340","home","0750",772072,5757555
"340","beach","1324",797658.77908,5756257.89872
"340","other","1450",778779.70651,5745319.61958
"340","work","1637",761289.50657,5762130.29619
"340","home","2359",772072,5757555
"341","home","0000",782614,5759495
"341","shops","0802",759294.96025,5730628.35413
"341","beach","1117",794242.078,5754370.29551
"341","other","1239",789863.66729,5753170.47836
"341","shops","1507",790357.10312,5752184.65303
"341","work","1754",786334.34808,5764005.76275
"341","home","2359",782614,5759495
"342","home","0000",778568,5758818
"342","work","0933",790098.62271,5754759.19639
"342","home","1618",778568,5758818
"343","home","0000",770752,5753032
"343","work","0039",778210.63486,5744138.97464
"343","home","0927",770752,5753032
"343","shops","1121",789974.17245,5752810.54643
"343","beach","1212",778406.90316,5743587.79637
"343","shops","1553",778482.57737,5744462.75843
"343","home","1803",770752,5753032
"344","home","0000",770777,5760587
"344","work","0836",761856.89786,5763333.34179
"344","home","1608",770777,5760587
"345","home","0000",777784,5763539
"345","work","0808",786334.34808,5764005.76275
"345","shops","1602",777902.25512,5762634.6724
"345","home","2142",777784,5763539
"346","home","0000",771916,5755014
"346","other","0710",778779.70651,5745319.61958
"346","work","0831",793641.32026,5769328.94189
"346","shops","1731",778279.66613,5743500.15352
"346","other","1825",777888.65052,5762548.96247
"346","home","2053",771916,5755014
"347","home","0000",779488,5755873
"347","other","0101",790829.71368,5755284.52525
"347","home","0217",779488,5755873
"347","beach","0822",803106.49192,5756854.63356
"347","shops","1024",777902.25512,5762634.6724
"347","home","1552",779488,5755873
"347","work","1648",779513.96035,5746544.88888
"347","home","2359",779488,5755873
"348","home","0000",770755,5756266
"348","other","0250",778779.70651,5745319.61958
"348","home","0436",770755,5756266
"348","work","0807",790098.62271,5754759.19639
"348","shops","1621",777902.25512,5762634.6724
"348","home","2133",770755,5756266
"349","home","0000",780397,5754323
"349","work","0815",792919.68545,5754526.38383
"349","beach","1648",790599.42678,5751665.27
"349","other","1923",790829.71368,5755284.52525
"349","home","2153",780397,5754323
"350","home","0000",774703,5760427
"350","shops","0923",792871.83966,5770473.28821
"350","home","1111",774703,5760427
"350","other","1412",777888.65052,5762548.96247
"350","work","1746",779513.96035,5746544.88888
"350","home","2359",774703,5760427
"351","home","0000",783242,5753692
"351","shops","1346",789902.15203,5752276.48654
"351","work","1653",790484.60538,5754857.18225
"351","home","2359",783242,5753692
"352","home","0000",777071,5762450
"352","work","0047",786334.34808,5764005.76275
"352","shops","0801",777902.25512,5762634.6724
"352","home","1339",777071,5762450
"352","shops","1559",777902.25512,5762634.6724
"352","home","1604",777071,5762450
"352","shops","1827",777902.25512,5762634.6724
"352","home","2050",777071,5762450
"353","home","0000",780502,5756431
"353","work","0919",790098.62271,5754759.19639
"353","shops","1654",789974.17245,5752810.54643
"353","home","1936",780502,5756431
"354","home","0000",781176,5755370
"354","work","0004",778649.17232,5743860.56825
"354","beach","0846",790599.42678,5751665.27
"354","home","1211",781176,5755370
"354","shops","1922",789902.15203,5752276.48654
"354","home","2101",781176,5755370
"355","home","0000",782764,5757105
"355","work","0454",790484.60538,5754857.18225
"355","home","1336",782764,5757105
"355","shops","1557",789902.15203,5752276.48654
"355","home","1714",782764,5757105
"356","home","0000",785748,5754232
"356","work","0832",778463.2759,5744455.4553
"356","home","1721",785748,5754232
"357","home","0000",777248,5756223
"357","work","0903",778791.70915,5745372.55639
"357","other","1660",777888.65052,5762548.96247
"357","home","1942",777248,5756223
"358","home","0000",779722,5757663
"358","other","0222",777888.65052,5762548.96247
"358","home","0545",779722,5757663
"358","work","0959",759492.64698,5730627.75413
"358","shops","1736",777902.25512,5762634.6724
"358","other","1908",759210.79384,5730135.73036
"358","home","2115",779722,5757663
"359","home","0000",786804,5755042
"359","other","0654",778779.70651,5745319.61958
"359","work","0953",789848.05453,5752795.44381
"359","beach","1737",790641.84348,5751394.20125
"359","shops","1914",789902.15203,5752276.48654
"359","home","2034",786804,5755042
"360","home","0000",775018,5760644
"360","work","0911",758548.82555,5729986.72448
"360","home","1716",775018,5760644
"360","shops","1930",790670.88255,5752085.50432
"360","other","2005",777888.65052,5762548.96247
"360","home","2359",775018,5760644
"361","home","0000",782368,5761039
"361","shops","1437",789902.15203,5752276.48654
"361","work","1656",777196.72455,5744398.58775
"361","home","2359",782368,5761039
"362","home","0000",776332,5756109
"362","shops","1111",778482.57737,5744462.75843
"362","other","1550",789863.66729,5753170.47836
"362","work","1751",777704.05806,5743980.73808
"362","home","2359",776332,5756109
"363","home","0000",778731,5752599
"363","work","0834",779012.88562,5744520.34118
"363","shops","1730",778433.82508,5744429.17115
"363","home","1807",778731,5752599
"364","home","0000",780057,5763797
"364","other","0121",778546.67853,5744446.73313
"364","home","0313",780057,5763797
"364","work","0811",789848.05453,5752795.44381
"364","shops","1609",777902.25512,5762634.6724
"364","home","1816",780057,5763797
"365","home","0000",784355,5758407
"365","work","1318",790098.62271,5754759.19639
"365","home","2137",784355,5758407
"366","home","0000",782369,5761361
"366","other","0419",777888.65052,5762548.96247
"366","home","0731",782369,5761361
"366","work","0930",786334.34808,5764005.76275
"366","home","1743",782369,5761361
"366","other","2040",792837.45553,5769972.52889
"366","home","2349",782369,5761361
"367","home","0000",781252,5758614
"367","shops","0926",778279.66613,5743500.15352
"367","home","1058",781252,5758614
"367","beach","1401",790641.84348,5751394.20125
"367","home","1937",781252,5758614
"368","home","0000",778220,5762269
"368","other","0133",777888.65052,5762548.96247
"368","home","0234",778220,5762269
"368","other","0417",777888.65052,5762548.96247
"368","home","0651",778220,5762269
"368","beach","0950",776580.38162,5741915.32936
"368","shops","1007",777902.25512,5762634.6724
"368","home","1320",778220,5762269
"368","shops","1444",777902.25512,5762634.6724
"368","home","1829",778220,5762269
"369","home","0000",787548,5758042
"369","beach","1347",790006.00295,5750945.9283
"369","home","1503",787548,5758042
"369","beach","1720",786985.47082,5748372.83646
"369","other","1817",790829.71368,5755284.52525
"369","home","2150",787548,5758042
"369","other","2237",790829.71368,5755284.52525
"369","home","2359",787548,5758042
"370","home","0000",774918,5755608
"370","work","0135",790106.78926,5751427.52566
"370","home","0959",774918,5755608
"370","shops","1108",792871.83966,5770473.28821
"370","home","1344",774918,5755608
"370","other","1755",771374.44073,5738835.66619
"370","home","1846",774918,5755608
"371","home","0000",782506,5763049
"371","shops","1030",792871.83966,5770473.28821
"371","work","1352",760128.0835,5729217.22829
"371","home","2053",782506,5763049
"372","home","0000",776960,5753350
"372","work","0638",761856.89786,5763333.34179
"372","beach","1460",788528.10978,5750214.98843
"372","home","1734",776960,5753350
"372","other","2039",793534.67335,5769831.90665
"372","home","2346",776960,5753350
"373","home","0000",781680,5754758
"373","work","0822",771154.38036,5738979.16897
"373","other","1735",793202.25852,5769898.53301
"373","home","1901",781680,5754758
"374","home","0000",775061,5754198
"374","shops","1117",778433.82508,5744429.17115
"374","home","1212",775061,5754198
"374","beach","1422",778237.06886,5743964.79164
"374","work","1720",777196.72455,5744398.58775
"374","home","2359",775061,5754198
"375","home","0000",783433,5757023
"375","work","0858",777704.05806,5743980.73808
"375","beach","1649",794242.078,5754370.29551
"375","other","1953",759210.79384,5730135.73036
"375","home","2055",783433,5757023
"376","home","0000",773274,5758003
"376","work","0817",779513.96035,5746544.88888
"376","beach","1630",788528.10978,5750214.98843
"376","home","1843",773274,5758003
"377","home","0000",773908,5763826
"377","other","0447",793202.25852,5769898.53301
"377","home","0736",773908,5763826
"377","shops","0811",777902.25512,5762634.6724
"377","home","1316",773908,5763826
"377","shops","1437",777902.25512,5762634.6724
"377","home","1625",773908,5763826
"378","home","0000",780212,5761773
"378","other","0216",777888.65052,5762548.96247
"378","home","0409",780212,5761773
"378","work","0928",786334.34808,5764005.76275
"378","shops","1612",790505.64718,5752116.69154
"378","home","1843",780212,5761773
"379","home","0000",781099,5754868
"379","work","0902",779513.96035,5746544.88888
"379","other","1602",778779.70651,5745319.61958
"379","home","1836",781099,5754868
"379","other","2138",789863.66729,5753170.47836
"379","home","2216",781099,5754868
"380","home","0000",783035,5753612
"380","work","1730",779513.96035,5746544.88888
"380","home","2359",783035,5753612
"381","home","0000",785686,5756695
"381","other","0036",789863.66729,5753170.47836
"381","home","0337",785686,5756695
"381","work","0816",779513.96035,5746544.88888
"381","shops","1632",790505.64718,5752116.69154
"381","home","2110",785686,5756695
"382","home","0000",777116,5757945
"382","other","0441",777888.65052,5762548.96247
"382","home","0745",777116,5757945
"382","work","1237",790106.78926,5751427.52566
"382","home","2101",777116,5757945
"383","home","0000",781022,5760486
"383","work","0830",792919.68545,5754526.38383
"383","home","1720",781022,5760486
"384","home","0000",784933,5753471
"384","work","0804",778791.70915,5745372.55639
"384","beach","1728",790861.74053,5752552.89152
"384","home","1837",784933,5753471
"385","home","0000",785082,5752901
"385","beach","1213",783893.9946,5745788.90364
"385","home","1428",785082,5752901
"385","work","1748",777704.05806,5743980.73808
"385","home","2359",785082,5752901
"386","home","0000",778261,5764150
"386","beach","0955",786985.47082,5748372.83646
"386","work","1049",732247.51881,5756178.98784
"386","home","1845",778261,5764150
"387","home","0000",786286,5762857
"387","shops","1151",789974.17245,5752810.54643
"387","home","1254",786286,5762857
"387","shops","1407",790357.10312,5752184.65303
"387","home","1715",786286,5762857
"387","other","1814",792837.45553,5769972.52889
"387","home","2112",786286,5762857
"388","home","0000",785208,5754873
"388","other","0218",789863.66729,5753170.47836
"388","home","0402",785208,5754873
"388","work","0809",760128.0835,5729217.22829
"388","beach","1639",778237.06886,5743964.79164
"388","home","1905",785208,5754873
"389","home","0000",780690,5757443
"389","work","1032",790484.60538,5754857.18225
"389","home","1950",780690,5757443
"390","home","0000",770874,5758065
"390","work","0908",770405.93026,5737998.74274
"390","home","1743",770874,5758065
"391","home","0000",772812,5757079
"391","shops","1430",777902.25512,5762634.6724
"391","work","1758",790484.60538,5754857.18225
"391","home","2359",772812,5757079
"392","home","0000",786059,5758224
"392","work","0627",777704.05806,5743980.73808
"392","beach","1450",788528.10978,5750214.98843
"392","other","1645",793202.25852,5769898.53301
"392","home","2136",786059,5758224
"393","home","0000",785576,5762040
"393","other","0209",777888.65052,5762548.96247
"393","home","0549",785576,5762040
"393","beach","1051",794242.078,5754370.29551
"393","home","1302",785576,5762040
"393","beach","1415",788528.10978,5750214.98843
"393","work","1616",786334.34808,5764005.76275
"393","home","2359",785576,5762040
"394","home","0000",783044,5754737
"394","other","0613",789863.66729,5753170.47836
"394","work","0938",778210.63486,5744138.97464
"394","home","1639",783044,5754737
"395","home","0000",778354,5759076
"395","work","0951",777196.72455,5744398.58775
"395","home","1707",778354,5759076
"396","home","0000",781132,5754503
"396","work","0949",779513.96035,5746544.88888
"396","home","1710",781132,5754503
"397","home","0000",771118,5759460
"397","shops","0804",778433.82508,5744429.17115
"397","home","1023",771118,5759460
"397","other","1254",777888.65052,5762548.96247
"397","shops","1556",777902.25512,5762634.6724
"397","work","1647",759681.61587,5729403.88001
"397","home","2359",771118,5759460
"398","home","0000",771570,5757805
"398","shops","0958",777902.25512,5762634.6724
"398","home","1313",771570,5757805
"398","shops","1506",790357.10312,5752184.65303
"398","work","1618",759353.31074,5729787.17382
"398","home","2359",771570,5757805
"399","home","0000",774511,5755069
"399","other","0223",777888.65052,5762548.96247
"399","home","0501",774511,5755069
"399","shops","1126",778279.66613,5743500.15352
"399","other","1438",778546.67853,5744446.73313
"399","work","1756",759310.02792,5730461.39643
"399","home","2359",774511,5755069
"400","home","0000",782075,5760934
"400","other","0626",777888.65052,5762548.96247
"400","home","0813",782075,5760934
"400","work","1150",779513.96035,5746544.88888
"400","other","1847",792803.19879,5769441.31381
"400","home","2133",782075,5760934
"401","home","0000",771126,5761571
"401","work","0412",778210.63486,5744138.97464
"401","beach","1239",778406.90316,5743587.79637
"401","home","1701",771126,5761571
"402","home","0000",787144,5754824
"402","work","0826",790098.62271,5754759.19639
"402","home","1704",787144,5754824
"403","home","0000",774545,5755902
"403","other","0603",778154.87981,5743919.35957
"403","work","0821",790106.78926,5751427.52566
"403","home","1638",774545,5755902
"404","home","0000",779544,5760568
"404","work","0802",789434.99816,5751266.44194
"404","beach","1711",778237.06886,5743964.79164
"404","other","1842",792837.45553,5769972.52889
"404","home","2007",779544,5760568
"405","home","0000",773461,5754292
"405","work","0919",778210.63486,5744138.97464
"405","other","1656",792803.19879,5769441.31381
"405","home","1910",773461,5754292
"405","other","2138",792837.45553,5769972.52889
"405","home","2326",773461,5754292
"406","home","0000",783045,5753474
"406","beach","1150",786255.54497,5747965.81546
"406","home","1312",783045,5753474
"406","shops","1458",778279.66613,5743500.15352
"406","work","1721",789434.99816,5751266.44194
"406","home","2359",783045,5753474
"407","home","0000",775142,5757371
"407","work","0110",778463.2759,5744455.4553
