"person","activity","leave_time"
"327","shops","1100"
"327","work","1300"
"327","home","2100"
"328","home","100"
"328","shops","900"
"328","work","1100"
"328","home","1900"
"329","home","100"
"329","work","900"
"329","shops","1700"
"329","home","1900"
"330","home","100"
"330","other","1100"
"330","work","1300"
"330","home","2100"
"331","home","100"
"331","work","900"
"331","shops","1700"
"331","home","1900"
"332","home","100"
"332","other","700"
"332","beach","900"
"332","work","1100"
"332","home","1900"
"333","home","100"
"333","work","900"
"333","shops","1700"
"333","other","1900"
"333","home","2100"
"333","other","2300"
"334","home","100"
"334","work","900"
"334","other","1700"
"334","home","2100"
"335","home","100"
"335","work","700"
"335","home","1500"
"335","shops","1900"
"335","home","2100"
"336","home","100"
"336","other","300"
"336","home","500"
"336","work","900"
"336","home","1700"
"337","home","100"
"337","other","300"
"337","home","500"
"337","other","700"
"337","home","900"
"337","shops","1100"
"337","home","1300"
"337","shops","1500"
"337","work","1700"
"338","home","100"
"338","work","900"
"338","shops","1700"
"338","home","1900"
"339","home","100"
"339","work","700"
"339","beach","1500"
"339","other","1700"
"339","home","1900"
"339","shops","2100"
"339","home","2300"
"340","work","100"
"340","home","900"
"340","shops","1500"
"340","home","1900"
"341","home","100"
"341","shops","900"
"341","home","1100"
"341","beach","1300"
"341","home","1500"
"341","work","1700"
"342","home","100"
"342","work","900"
"342","beach","1700"
"342","home","1900"
"342","other","2100"
"342","home","2300"
"343","home","100"
"343","work","900"
"343","shops","1700"
"343","home","2100"
"344","home","100"
"344","beach","900"
"344","work","1100"
"344","home","1900"
"345","home","100"
"345","work","700"
"345","beach","1500"
"345","shops","1700"
"345","home","1900"
"346","home","100"
"346","other","900"
"346","home","1100"
"346","shops","1700"
"346","home","1900"
"347","home","100"
"347","work","900"
"347","shops","1700"
"347","home","1900"
"348","home","100"
"348","shops","900"
"348","other","1300"
"348","beach","1500"
"348","work","1700"
"349","work","100"
"349","home","900"
"349","shops","1100"
"349","beach","1300"
"349","shops","1500"
"349","home","1700"
"350","home","100"
"350","work","900"
"350","home","1700"
"351","home","100"
"351","work","1100"
"351","home","1900"
"352","home","100"
"352","work","500"
"352","home","1300"
"352","other","1500"
"352","shops","1700"
"352","home","1900"
"353","other","100"
"353","home","300"
"353","work","900"
"353","shops","1700"
"353","home","1900"
"354","home","100"
"354","shops","900"
"354","home","1100"
"354","work","1300"
"354","other","2100"
"354","home","2300"
"355","home","100"
"355","work","900"
"355","other","1700"
"355","shops","1900"
"355","home","2100"
"356","home","100"
"356","work","900"
"356","shops","1700"
"356","home","1900"
"357","home","100"
"357","other","500"
"357","home","700"
"357","other","1500"
"357","work","1700"
"358","home","100"
"358","other","500"
"358","home","700"
"358","work","900"
"358","shops","1700"
"358","home","2100"
"359","home","100"
"359","work","900"
"359","shops","1700"
"359","other","1900"
"359","home","2100"
"360","work","100"
"360","home","900"
"360","other","1500"
"360","beach","1700"
"360","other","1900"
"360","home","2100"
"361","home","100"
"361","work","1300"
"361","home","2100"
"362","home","100"
"362","other","700"
"362","home","900"
"362","shops","1100"
"362","beach","1300"
"362","work","1700"
"363","home","100"
"363","other","900"
"363","home","1100"
"363","beach","1500"
"363","shops","1700"
"363","other","1900"
"363","home","2100"
"364","other","100"
"364","home","300"
"364","work","900"
"364","shops","1700"
"364","home","1900"
"365","other","100"
"365","home","300"
"365","shops","1100"
"365","beach","1500"
"365","work","1700"
"366","home","100"
"366","work","900"
"366","home","1700"
"366","other","2100"
"366","home","2300"
"367","home","100"
"367","other","300"
"367","home","500"
"367","work","900"
"367","shops","1700"
"367","home","1900"
"368","home","100"
"368","work","900"
"368","shops","1700"
"368","other","1900"
"368","home","2100"
"369","home","100"
"369","shops","1500"
"369","work","1700"
"370","home","100"
"370","shops","1100"
"370","home","1300"
"370","beach","1500"
"370","work","1700"
"371","home","100"
"371","work","900"
"371","home","1700"
"372","work","100"
"372","beach","900"
"372","other","1100"
"372","shops","1300"
"372","home","1700"
"373","home","100"
"373","work","900"
"373","shops","1700"
"373","home","1900"
"374","home","100"
"374","other","700"
"374","beach","900"
"374","home","1100"
"374","beach","1300"
"374","shops","1500"
"374","home","1900"
"374","other","2300"
"375","home","100"
"375","other","300"
"375","home","500"
"375","beach","1100"
"375","shops","1300"
"375","beach","1500"
"375","work","1700"
"376","home","100"
"376","beach","900"
"376","work","1100"
"376","home","1900"
"377","home","100"
"377","work","900"
"377","shops","1700"
"377","home","1900"
"378","home","100"
"378","beach","1100"
"378","home","1300"
"378","shops","1500"
"378","work","1700"
"379","home","100"
"379","work","1100"
"379","shops","1900"
"379","home","2100"
"380","work","100"
"380","home","900"
"380","other","1100"
"380","home","1300"
"380","shops","1500"
"380","home","1900"
"381","home","100"
"381","work","900"
"381","home","1700"
"382","home","100"
"382","work","900"
"382","home","1700"
"383","home","100"
"383","shops","900"
"383","other","1100"
"383","home","1300"
"383","work","1700"
"384","home","100"
"384","shops","1500"
"384","home","1900"
"385","home","100"
"385","other","700"
"385","work","900"
"385","home","1700"
"385","shops","1900"
"385","home","2100"
"386","home","100"
"386","work","900"
"386","beach","1700"
"386","home","1900"
"387","home","100"
"387","other","300"
"387","home","500"
"387","work","900"
"387","shops","1700"
"387","home","1900"
"387","other","2100"
"387","home","2300"
"388","home","100"
"388","work","900"
"388","home","1700"
"389","home","100"
"389","other","500"
"389","home","700"
"389","shops","1100"
"389","home","1500"
"389","work","1700"
"390","other","100"
"390","home","300"
"390","work","900"
"390","home","1700"
"391","home","100"
"391","work","900"
"391","shops","1700"
"391","home","1900"
"392","work","100"
"392","home","900"
"392","other","1100"
"392","beach","1300"
"392","home","1700"
"393","home","100"
"393","work","900"
"393","shops","1700"
"393","other","1900"
"393","home","2100"
"394","home","100"
"394","other","700"
"394","home","900"
"394","beach","1100"
"394","other","1300"
"394","shops","1500"
"394","work","1700"
"395","home","100"
"395","beach","1300"
"395","other","1500"
"395","work","1700"
"396","other","100"
"396","home","300"
"396","other","500"
"396","home","900"
"396","other","1100"
"396","work","1300"
"396","home","2100"
"397","home","100"
"397","beach","1100"
"397","home","1300"
"397","shops","1500"
"397","work","1700"
"398","home","100"
"398","work","900"
"398","shops","1700"
"398","home","1900"
"398","other","2300"
"399","other","100"
"399","home","500"
"399","shops","1300"
"399","other","1500"
"399","work","1700"
"400","home","100"
"400","other","1500"
"400","home","1700"
"401","home","100"
"401","other","700"
"401","home","900"
"401","beach","1500"
"401","work","1700"
"402","work","100"
"402","home","900"
"402","shops","1100"
"402","home","1300"
"402","shops","1500"
"402","home","1700"
"403","home","100"
"403","other","300"
"403","work","500"
"403","shops","1300"
"403","home","1700"
"404","home","100"
"404","beach","900"
"404","home","1100"
"404","work","1300"
"404","home","2100"
"405","home","100"
"405","other","500"
"405","home","700"
"405","other","1100"
"405","beach","1300"
"405","home","1500"
"405","work","1700"
"406","home","100"
"406","shops","1100"
"406","beach","1300"
"406","home","1500"
"406","work","1700"
"407","home","100"
"407","work","900"
"407","shops","1700"
"407","home","1900"
"408","home","100"
"408","beach","900"
"408","home","1300"
"408","shops","1500"
"408","work","1700"
"409","home","100"
"409","work","900"
"409","home","1700"
"410","home","100"
"410","other","1500"
"410","home","1900"
"411","other","100"
"411","home","300"
"411","other","500"
"411","home","900"
"411","work","1100"
"411","home","1900"
"412","home","100"
"412","other","300"
"412","home","500"
"412","other","1100"
"412","beach","1300"
"412","home","1500"
"412","work","1700"
"413","home","100"
"413","other","500"
"413","work","900"
"413","home","1700"
"414","home","100"
"414","work","900"
"414","home","1700"
"414","other","1900"
"414","home","2100"
"415","home","100"
"415","work","900"
"415","home","1700"
"416","home","100"
"416","work","900"
"416","home","1700"
"416","other","2100"
"416","home","2300"
"417","home","100"
"417","other","500"
"417","home","700"
"417","work","900"
"417","home","1700"
"418","home","100"
"418","work","1100"
"418","home","1900"
"418","shops","2100"
"418","home","2300"
"419","home","100"
"419","work","900"
"419","home","1700"
"419","other","1900"
"419","home","2100"
"420","home","100"
"420","work","900"
"420","shops","1700"
"420","home","1900"
"421","home","100"
"421","work","900"
"421","other","1700"
"421","shops","1900"
"421","home","2300"
"422","home","100"
"422","other","500"
"422","home","700"
"422","shops","900"
"422","work","1100"
"422","home","1900"
"423","home","100"
"423","other","300"
"423","home","700"
"423","work","900"
"423","beach","1700"
"423","home","1900"
"424","home","100"
"424","other","500"
"424","home","700"
"424","shops","1100"
"424","beach","1300"
"424","home","1500"
"424","work","1700"
"425","home","100"
"425","work","900"
"425","shops","1700"
"425","other","1900"
"425","home","2100"
"426","home","100"
"426","other","500"
"426","home","700"
"426","other","1100"
"426","home","1500"
"427","work","100"
"427","home","900"
"427","beach","1300"
"427","shops","1500"
"427","home","1700"
"428","other","100"
"428","home","300"
"428","work","700"
"428","beach","1500"
"428","home","1700"
"429","home","100"
"429","beach","1500"
"429","work","1700"
"430","other","100"
"430","home","500"
"430","other","700"
"430","work","900"
"430","shops","1700"
"430","home","2100"
"431","home","100"
"431","shops","1300"
"431","home","1500"
"431","work","1700"
"432","home","100"
"432","shops","1100"
"432","home","1500"
"432","work","1700"
"433","home","100"
"433","other","700"
"433","work","900"
"433","shops","1700"
"433","home","1900"
"434","home","100"
"434","work","700"
"434","beach","1500"
"434","shops","1900"
"434","home","2100"
"435","home","100"
"435","work","900"
"435","shops","1700"
"435","home","1900"
"436","home","100"
"436","other","900"
"436","home","1300"
"436","shops","1500"
"436","work","1700"
"437","home","100"
"437","work","900"
"437","home","1700"
"438","home","100"
"438","shops","900"
"438","work","1100"
"438","home","1900"
"439","home","100"
"439","other","500"
"439","home","700"
"439","work","900"
"439","shops","1700"
"439","home","1900"
"440","home","100"
"440","work","500"
"440","home","1300"
"440","beach","1500"
"440","home","1700"
"441","home","100"
"441","other","500"
"441","home","700"
"441","beach","900"
"441","work","1100"
"441","home","1900"
"442","home","100"
"442","other","700"
"442","home","900"
"442","shops","1100"
"442","other","1300"
"442","beach","1500"
"442","work","1700"
"443","home","100"
"443","other","1100"
"443","beach","1300"
"443","home","1500"
"443","work","1700"
"444","home","100"
"444","work","1100"
"444","other","1900"
"444","home","2100"
"445","work","100"
"445","home","900"
"445","beach","1100"
"445","home","1300"
"445","shops","1500"
"445","home","1900"
"446","home","100"
"446","shops","1100"
"446","home","1300"
"446","beach","1500"
"446","work","1700"
"447","home","100"
"447","work","900"
"447","beach","1700"
"447","home","1900"
"448","home","100"
"448","work","1100"
"448","home","1900"
"449","home","100"
"449","other","700"
"449","work","900"
"449","home","1700"
"450","home","100"
"450","shops","1300"
"450","work","1700"
"451","home","100"
"451","work","900"
"451","home","1700"
"451","shops","1900"
"451","home","2100"
"452","home","100"
"452","shops","1300"
"452","beach","1500"
"452","work","1700"
"453","home","100"
"453","shops","900"
"453","other","1100"
"453","home","1300"
"453","other","1500"
"453","work","1700"
"454","home","100"
"454","work","900"
"454","beach","1700"
"454","home","1900"
"455","home","100"
"455","other","500"
"455","home","900"
"455","shops","1100"
"455","other","1300"
"455","beach","1500"
"455","work","1700"
"456","home","100"
"456","shops","900"
"456","home","1100"
"456","beach","1300"
"456","home","1500"
"456","work","1700"
"457","other","100"
"457","home","300"
"457","shops","1300"
"457","work","1700"
"458","home","100"
"458","work","900"
"458","shops","1700"
"458","home","1900"
"459","home","100"
"459","shops","900"
"459","home","1100"
"459","beach","1300"
"459","shops","1500"
"459","work","1700"
"460","home","100"
"460","other","1300"
"460","shops","1500"
"460","beach","1700"
"460","home","1900"
"461","home","100"
"461","work","900"
"461","shops","1700"
"461","other","1900"
"461","home","2100"
"462","home","100"
"462","work","900"
"462","home","1700"
"462","other","1900"
"462","shops","2100"
"462","home","2300"
"463","home","100"
"463","work","900"
"463","other","1700"
"463","shops","1900"
"463","home","2300"
"464","home","100"
"464","other","1500"
"464","work","1700"
"465","home","100"
"465","work","500"
"465","beach","1300"
"465","shops","1500"
"465","home","1700"
"466","home","100"
"466","beach","900"
"466","other","1100"
"466","beach","1500"
"466","work","1700"
"467","home","100"
"467","other","700"
"467","home","1100"
"467","work","1700"
"468","home","100"
"468","other","700"
"468","shops","900"
"468","work","1100"
"468","home","1900"
"469","home","100"
"469","other","700"
"469","home","900"
"469","other","1300"
"469","shops","1500"
"469","other","1700"
"469","home","1900"
"470","home","100"
"470","other","300"
"470","home","500"
"470","beach","1100"
"470","home","1300"
"470","work","1700"
"471","home","100"
"471","work","1300"
"471","other","2100"
"471","home","2300"
"472","home","100"
"472","shops","900"
"472","home","1100"
"472","shops","1300"
"472","work","1700"
"473","home","100"
"473","work","900"
"473","shops","1700"
"473","home","1900"
"474","home","100"
"474","shops","1100"
"474","work","1700"
"475","other","100"
"475","home","300"
"475","beach","1100"
"475","work","1300"
"475","other","2100"
"475","home","2300"
"476","home","100"
"476","work","900"
"476","shops","1700"
"476","home","1900"
"477","home","100"
"477","other","500"
"477","home","700"
"477","other","1100"
"477","shops","1300"
"477","beach","1500"
"477","work","1700"
"478","home","100"
"478","other","500"
"478","home","700"
"478","other","900"
"478","home","1100"
"478","work","1300"
"478","shops","2100"
"478","home","2300"
"479","other","100"
"479","home","300"
"479","work","900"
"479","home","1700"
"479","other","1900"
"479","home","2100"
"480","home","100"
"480","work","1100"
"480","home","1900"
"481","home","100"
"481","other","700"
"481","beach","900"
"481","shops","1100"
"481","beach","1300"
"481","shops","1500"
"481","other","1900"
"481","home","2100"
"482","work","100"
"482","home","900"
"482","beach","1100"
"482","shops","1300"
"482","home","1700"
"483","home","100"
"483","work","900"
"483","other","1700"
"483","home","1900"
"484","home","100"
"484","beach","900"
"484","work","1100"
"484","home","1900"
"485","home","100"
"485","shops","900"
"485","home","1300"
"485","shops","1500"
"485","work","1700"
"486","home","100"
"486","work","1300"
"486","home","2100"
"487","home","100"
"487","shops","1300"
"487","other","1500"
"487","work","1700"
"488","home","100"
"488","shops","900"
"488","beach","1500"
"488","work","1700"
"489","home","100"
"489","beach","1500"
"489","work","1700"
"490","home","100"
"490","work","900"
"490","shops","1700"
"490","home","1900"
"491","home","100"
"491","work","900"
"491","shops","1700"
"491","home","2100"
"492","work","100"
"492","other","900"
"492","home","1100"
"492","shops","1300"
"492","other","1500"
"492","shops","1700"
"492","home","1900"
"493","home","100"
"493","beach","900"
"493","work","1100"
"493","home","1900"
"494","work","100"
"494","other","900"
"494","home","1300"
"494","beach","1500"
"494","shops","1700"
"494","home","1900"
"495","home","100"
"495","other","700"
"495","home","900"
"495","beach","1500"
"495","work","1700"
"496","home","100"
"496","other","700"
"496","home","900"
"496","shops","1100"
"496","beach","1300"
"496","shops","1500"
"496","work","1700"
"497","home","100"
"497","shops","900"
"497","home","1100"
"497","beach","1500"
"497","work","1700"
"498","home","100"
"498","work","700"
"498","shops","1500"
"498","home","1700"
"499","home","100"
"499","work","900"
"499","shops","1700"
"499","home","1900"
"500","home","100"
"500","work","900"
"500","home","1700"
"501","home","100"
"501","other","300"
"501","home","500"
"501","other","1300"
"501","shops","1500"
"501","work","1700"
"502","home","100"
"502","work","1100"
"502","home","1900"
"503","home","100"
"503","work","900"
"503","home","1700"
"504","home","100"
"504","shops","1100"
"504","work","1300"
"504","home","2100"
"505","home","100"
"505","work","900"
"505","home","1700"
"506","home","100"
"506","other","700"
"506","home","900"
"506","work","1700"
"507","home","100"
"507","other","300"
"507","home","500"
"507","other","700"
"507","home","900"
"507","work","1100"
"507","home","1900"
"508","home","100"
"508","shops","1100"
"508","beach","1500"
"508","work","1700"
"509","home","100"
"509","work","900"
"509","home","1700"
"510","home","100"
"510","work","900"
"510","home","1700"
"511","home","100"
"511","other","500"
"511","home","700"
"511","shops","900"
"511","other","1100"
"511","beach","1300"
"511","home","1500"
"511","work","1700"
"512","home","100"
"512","work","1100"
"512","home","1900"
"513","home","100"
"513","other","500"
"513","home","700"
"513","beach","1300"
"513","shops","1500"
"513","work","1700"
"514","home","100"
"514","work","500"
"514","shops","1300"
"514","beach","1500"
"514","home","1700"
"515","home","100"
"515","work","1100"
"515","home","1900"
"516","home","100"
"516","other","500"
"516","home","700"
"516","work","900"
"516","other","1700"
"516","home","1900"
"516","other","2100"
"516","home","2300"
"517","home","100"
"517","work","900"
"517","shops","1700"
"517","home","1900"
"518","work","100"
"518","shops","900"
"518","other","1100"
"518","shops","1300"
"518","home","1500"
"518","other","1900"
"518","home","2100"
"519","other","100"
"519","home","300"
"519","work","900"
"519","shops","1700"
"519","home","1900"
"520","home","100"
"520","work","900"
"520","shops","1700"
"520","other","1900"
"520","home","2100"
"521","home","100"
"521","work","1100"
"521","home","1900"
"522","home","100"
"522","work","1100"
"522","shops","1900"
"522","home","2100"
"523","home","100"
"523","work","900"
"523","shops","1700"
"523","home","1900"
"524","home","100"
"524","other","700"
"524","work","900"
"524","shops","1700"
"524","home","1900"
"525","home","100"
"525","other","300"
"525","home","500"
"525","work","900"
"525","shops","1700"
"525","home","1900"
"526","home","100"
"526","beach","900"
"526","shops","1100"
"526","home","1300"
"526","work","1700"
"527","home","100"
"527","work","700"
"527","beach","1500"
"527","shops","1700"
"527","home","2100"
"528","home","100"
"528","work","1100"
"528","home","1900"
"528","other","2100"
"528","home","2300"
"529","home","100"
"529","beach","1100"
"529","home","1300"
"529","beach","1500"
"529","work","1700"
"530","home","100"
"530","work","500"
"530","shops","1300"
"530","beach","1500"
"530","shops","1700"
"530","home","1900"
"531","home","100"
"531","work","900"
"531","shops","1700"
"531","home","1900"
"532","home","100"
"532","other","700"
"532","work","900"
"532","shops","1700"
"532","home","1900"
"533","home","100"
"533","other","300"
"533","home","500"
"533","work","900"
"533","home","1700"
"534","home","100"
"534","beach","900"
"534","shops","1100"
"534","home","1300"
"534","beach","1500"
"534","work","1700"
"535","home","100"
"535","work","500"
"535","beach","1300"
"535","home","1500"
"535","beach","1700"
"535","home","1900"
"536","home","100"
"536","work","900"
"536","home","1700"
"536","other","1900"
"536","home","2100"
"537","home","100"
"537","shops","1100"
"537","home","1300"
"537","other","1500"
"537","work","1700"
"538","home","100"
"538","work","900"
"538","shops","1700"
"538","home","1900"
"539","home","100"
"539","beach","1300"
"539","shops","1500"
"539","work","1700"
"540","home","100"
"540","other","300"
"540","home","500"
"540","work","900"
"540","beach","1700"
"540","home","1900"
"540","shops","2100"
"540","home","2300"
"541","home","100"
"541","work","500"
"541","home","1300"
"541","shops","1700"
"541","home","1900"
"542","home","100"
"542","beach","1100"
"542","home","1300"
"542","shops","1500"
"542","work","1700"
"543","home","100"
"543","work","900"
"543","home","1700"
"543","shops","2100"
"543","home","2300"
"544","home","100"
"544","work","900"
"544","home","1700"
"545","home","100"
"545","work","900"
"545","shops","1700"
"545","other","1900"
"545","home","2100"
"546","home","100"
"546","other","1100"
"546","beach","1300"
"546","home","1500"
"546","work","1700"
"547","home","100"
"547","work","900"
"547","shops","1700"
"547","home","1900"
"548","home","100"
"548","shops","900"
"548","home","1300"
"548","beach","1500"
"548","work","1700"
"549","home","100"
"549","shops","1100"
"549","home","1500"
"549","shops","1900"
"549","home","2100"
"550","work","100"
"550","shops","900"
"550","home","1300"
"550","beach","1500"
"550","shops","1900"
"550","home","2100"
"551","home","100"
"551","shops","1100"
"551","home","1300"
"551","shops","1500"
"551","work","1700"
"552","home","100"
"552","other","900"
"552","shops","1100"
"552","home","1300"
"552","beach","1500"
"552","work","1700"
"553","home","100"
"553","work","1700"
"554","home","100"
"554","other","1300"
"554","shops","1500"
"554","work","1700"
"555","home","100"
"555","work","900"
"555","home","1700"
"555","shops","1900"
"555","home","2100"
"556","home","100"
"556","work","1100"
"556","home","1900"
"557","home","100"
"557","other","700"
"557","home","900"
"557","work","1100"
"557","home","1900"
"558","home","100"
"558","other","700"
"558","work","900"
"558","other","1700"
"558","home","1900"
"559","home","100"
"559","other","700"
"559","work","900"
"559","other","1700"
"559","shops","1900"
"559","home","2100"
"559","other","2300"
"560","home","100"
"560","work","900"
"560","beach","1700"
"560","home","1900"
"561","home","100"
"561","work","900"
"561","beach","1700"
"561","shops","1900"
"561","home","2100"
"562","home","100"
"562","shops","1500"
"562","work","1700"
"563","home","100"
"563","other","300"
"563","work","500"
"563","home","1300"
"563","shops","1700"
"563","home","2100"
"564","home","100"
"564","other","1100"
"564","beach","1300"
"564","home","1500"
"564","work","1700"
"565","home","100"
"565","work","900"
"565","other","1700"
"565","shops","1900"
"565","home","2100"
"566","work","100"
"566","home","900"
"566","shops","1300"
"566","other","1500"
"566","beach","1700"
"566","home","1900"
"566","other","2100"
"566","home","2300"
"567","home","100"
"567","other","900"
"567","beach","1100"
"567","other","1300"
"567","beach","1500"
"567","work","1700"
"568","home","100"
"568","work","900"
"568","shops","1700"
"568","home","1900"
"569","home","100"
"569","other","1100"
"569","shops","1300"
"569","beach","1500"
"569","work","1700"
"570","work","100"
"570","shops","900"
"570","home","1300"
"571","home","100"
"571","other","700"
"571","beach","900"
"571","other","1100"
"571","beach","1300"
"571","home","1500"
"571","work","1700"
"572","home","100"
"572","shops","900"
"572","home","1100"
"572","beach","1500"
"572","work","1700"
"573","home","100"
"573","work","1100"
"573","home","1900"
"574","home","100"
"574","work","900"
"574","home","1700"
"575","home","100"
"575","other","1100"
"575","work","1300"
"575","home","2100"
"576","home","100"
"576","work","900"
"576","home","1700"
"577","home","100"
"577","work","900"
"577","other","1700"
"577","home","1900"
"578","home","100"
"578","work","900"
"578","home","1700"
"579","home","100"
"579","shops","1100"
"579","beach","1300"
"579","shops","1500"
"579","work","1700"
"580","home","100"
"580","other","700"
"580","home","900"
"580","shops","1500"
"580","work","1700"
"581","home","100"
"581","other","500"
"581","home","700"
"581","work","900"
"581","home","1700"
"581","shops","2100"
"581","home","2300"
"582","home","100"
"582","other","500"
"582","home","700"
"582","work","900"
"582","home","1700"
"582","other","2300"
"583","home","100"
"583","other","500"
"583","home","700"
"583","work","900"
"583","home","1700"
"584","home","100"
"584","other","700"
"584","home","900"
"584","work","1100"
"584","home","1900"
"584","other","2100"
"584","home","2300"
"585","home","100"
"585","work","900"
"585","home","1700"
"586","home","100"
"586","work","900"
"586","home","1700"
"587","home","100"
"587","work","900"
"587","home","1700"
"587","shops","2100"
"587","home","2300"
"588","other","100"
"588","home","300"
"588","work","1100"
"588","shops","1900"
"588","home","2100"
"589","home","100"
"589","work","900"
"589","shops","1700"
"589","other","1900"
"589","home","2100"
"590","home","100"
"590","shops","1700"
"590","other","1900"
"590","home","2100"
"591","home","100"
"591","work","900"
"591","shops","1700"
"591","home","1900"
"592","home","100"
"592","shops","1100"
"592","work","1300"
"592","home","2100"
"593","home","100"
"593","other","900"
"593","shops","1100"
"593","other","1300"
"593","home","1500"
"593","work","1700"
"594","home","100"
"594","other","1300"
"594","shops","1500"
"594","work","1700"
"595","home","100"
"595","shops","900"
"595","other","1100"
"595","beach","1300"
"595","home","1500"
"595","work","1700"
"596","home","100"
"596","work","900"
"596","shops","1700"
"596","home","1900"
"597","other","100"
"597","home","300"
"597","beach","1300"
"597","home","1500"
"597","work","1700"
"598","home","100"
"598","work","900"
"598","shops","1700"
"598","other","1900"
"598","home","2100"
"599","home","100"
"599","work","900"
"599","home","1700"
"600","home","100"
"600","work","900"
"600","home","1700"
"600","other","1900"
"600","home","2100"
"601","home","100"
"601","work","1100"
"601","home","1900"
"602","home","100"
"602","shops","900"
"602","home","1100"
"602","shops","1300"
"602","home","1500"
"602","work","1700"
"603","home","100"
"603","work","900"
"603","beach","1700"
"603","home","1900"
"603","other","2100"
"603","home","2300"
"604","home","100"
"604","other","300"
"604","home","500"
"604","work","1100"
"604","home","1900"
"605","work","100"
"605","beach","900"
"605","shops","1100"
"605","beach","1300"
"605","shops","1500"
"605","home","2100"
"606","home","100"
"606","shops","1300"
"606","work","1700"
"607","home","100"
"607","beach","1500"
"607","work","1700"
"608","home","100"
"608","work","900"
"608","shops","1700"
"608","home","1900"
"609","home","100"
"609","work","700"
"609","home","1500"
"610","home","100"
"610","work","1100"
"610","home","1900"
"610","other","2100"
"610","home","2300"
"611","home","100"
"611","work","900"
"611","home","1700"
"612","home","100"
"612","other","900"
"612","beach","1100"
"612","home","1300"
"612","shops","1500"
"612","work","1700"
"613","home","100"
"613","other","500"
"613","home","700"
"613","shops","1100"
"613","other","1300"
"613","home","1500"
"613","work","1700"
"614","home","100"
"614","beach","1300"
"614","shops","1500"
"614","work","1700"
"615","home","100"
"615","work","900"
"615","shops","1700"
"615","other","1900"
"615","shops","2100"
"615","home","2300"
"616","home","100"
"616","other","700"
"616","work","900"
"616","home","1700"
"617","home","100"
"617","work","900"
"617","shops","1700"
"617","other","1900"
"617","home","2100"
"618","other","100"
"618","home","300"
"618","shops","1100"
"618","home","1300"
"618","beach","1500"
"618","shops","1700"
"618","home","1900"
"618","other","2100"
"618","home","2300"
"619","home","100"
"619","beach","1100"
"619","work","1700"
"620","home","100"
"620","shops","1100"
"620","beach","1300"
"620","shops","1500"
"620","home","1900"
"621","home","100"
"621","work","1100"
"621","other","1900"
"621","shops","2100"
"621","home","2300"
"622","home","100"
"622","other","900"
"622","home","1100"
"622","beach","1300"
"622","home","1700"
"622","other","2100"
"622","home","2300"
"623","home","100"
"623","work","700"
"623","shops","1500"
"623","beach","1700"
"623","other","1900"
"623","home","2100"
"624","other","100"
"624","home","300"
"624","other","700"
"624","home","900"
"624","work","1300"
"624","home","2100"
"625","home","100"
"625","shops","900"
"625","home","1100"
"625","work","1300"
"625","home","2100"
"626","home","100"
"626","shops","900"
"626","other","1300"
"626","work","1700"
"627","home","100"
"627","work","900"
"627","shops","1700"
"627","home","1900"
"628","home","100"
"628","work","700"
"628","beach","1500"
"628","home","1700"
"628","shops","1900"
"628","home","2100"
"628","other","2300"
"629","home","100"
"629","work","1300"
"629","home","2100"
"630","work","100"
"630","home","900"
"630","beach","1300"
"630","shops","1500"
"630","home","1900"
"631","home","100"
"631","work","900"
"631","shops","1700"
"631","home","2100"
"632","home","100"
"632","work","700"
"632","home","1500"
"632","shops","2100"
"632","home","2300"
"633","home","100"
"633","work","900"
"633","home","1700"
"633","shops","1900"
"633","other","2100"
"633","home","2300"
"634","home","100"
"634","other","300"
"634","home","500"
"634","shops","1300"
"634","beach","1500"
"634","work","1700"
"635","home","100"
"635","work","900"
"635","home","1700"
"635","shops","1900"
"635","home","2100"
"636","home","100"
"636","beach","1300"
"636","work","1700"
"637","home","100"
"637","work","900"
"637","home","1700"
"638","home","100"
"638","work","700"
"638","beach","1500"
"638","shops","1700"
"638","home","2100"
"639","home","100"
"639","shops","1500"
"639","work","1700"
"640","home","100"
"640","work","900"
"640","home","1700"
"641","home","100"
"641","work","900"
"641","shops","1700"
"641","home","1900"
"642","home","100"
"643","home","100"
"643","work","1300"
"643","home","2100"
"644","home","100"
"644","work","1100"
"644","other","1900"
"644","home","2100"
"645","home","100"
"645","beach","900"
"645","home","1100"
"645","work","1300"
"645","shops","2100"
"645","other","2300"
"646","home","100"
"646","work","900"
"646","home","1700"
"646","other","1900"
"646","home","2100"
"647","home","100"
"647","work","900"
"647","shops","1700"
"647","home","1900"
"648","home","100"
"648","other","700"
"648","work","1100"
"648","home","1900"
"649","home","100"
"649","shops","900"
"649","beach","1300"
"649","work","1700"
"650","other","100"
"650","home","300"
"650","beach","1500"
"650","home","1700"
"650","other","2100"
"650","home","2300"
"651","home","100"
"651","shops","900"
"651","home","1100"
"651","beach","1500"
"651","work","1700"
"652","home","100"
"652","work","900"
"652","home","1700"
"653","home","100"
"653","work","900"
"653","home","1700"
"654","home","100"
"654","other","300"
"654","home","500"
"654","beach","1100"
"654","work","1700"
"655","home","100"
"655","other","500"
"655","home","700"
"655","work","900"
"655","shops","1700"
"655","other","1900"
"655","home","2100"
"656","home","100"
"656","work","900"
"656","shops","1700"
"656","home","1900"
"657","home","100"
"657","other","1100"
"657","home","1300"
"657","beach","1500"
"657","work","1700"
"658","home","100"
"658","work","500"
"658","shops","1300"
